"","year","data_set","sample.id","sequence.number","location","sublocation","station","station.type","start.date","start.time","stratum","stratum.volume","sample.type","start.depth_m","end.depth_m","taxon.code","old.cell.volume","cell.volume_um3","correction.factor","cell.count","cell.count2","cell.length_um","cell.width_um","field.ref","cell.density_cells.L","biomass_mg.m3","collection.authority","collection.method","analyst"
"43",1999,"P01",1,13,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P2137",NA,14,39683,224,NA,3,3,"K053",8888992,124.44589,144,"TIP",144
"44",1999,"P01",1,14,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P3301",NA,7540,39683,54,NA,100,12,"K053",2142882,16157.33028,144,"TIP",144
"45",1999,"P01",1,15,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P1074",NA,50,39683,49,NA,6,4,"K053",1944467,97.22335,144,"TIP",144
"46",1999,"P01",1,16,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P1072",NA,113,39683,2,NA,6,6,"K053",79366,8.96836,144,"TIP",144
"47",1999,"P01",1,17,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P6568",NA,45,39683,19,NA,8,4,"K053",753977,33.92897,144,"TIP",144
"48",1999,"P01",1,18,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P5550",NA,43,39683,16,NA,41,2,"K053",634928,27.3019,144,"TIP",144
"49",1999,"P01",1,19,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P7632",NA,1056,39683,7,NA,14,12,"K053",277781,293.33674,144,"TIP",144
"50",1999,"P01",1,20,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P4388",NA,226,39683,2,NA,12,6,"K053",79366,17.93672,144,"TIP",144
"51",1999,"P01",1,21,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P6554",NA,126,39683,3,NA,10,6,"K053",119049,15.00017,144,"TIP",144
"52",1999,"P01",1,22,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P4355",NA,34,39683,960,NA,4,4,"K053",38095680,1295.25312,144,"TIP",144
"53",1999,"P01",1,23,227,"LA","CB","FBS",1999-05-12,NA,"EPI",83053,"IND",0,2,"P7638",NA,4189,39683,2,NA,20,20,"K053",79366,332.46417,144,"TIP",144
"54",1972,"P01",1,1,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P1062",100,32,7184,6,NA,1.8,1.3,"72PF0197",43104,1.37933,144,"TIP",144
"55",1972,"P01",1,2,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P1063",300,300,7184,2,NA,NA,NA,"72PF0197",14368,4.3104,144,"TIP",144
"56",1972,"P01",1,3,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P2105",300,171,7184,4,NA,9,5.3,"72PF0197",28736,4.91386,144,"TIP",144
"57",1972,"P01",1,4,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P2120",150,59,7184,5,NA,7,4,"72PF0197",35920,2.11928,144,"TIP",144
"58",1972,"P01",1,5,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P2196",3000,1981,200,1,NA,23,18,"72PF0197",200,0.3962,144,"TIP",144
"59",1972,"P01",1,6,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P2201",100,36,7184,179,NA,4.3,3.7,"72PF0197",1285936,46.2937,144,"TIP",144
"60",1972,"P01",1,7,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P2206",1500,29503,200,1,NA,38,38,"72PF0197",200,5.9006,144,"TIP",144
"61",1972,"P01",1,8,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P4351",100,50,7184,164,NA,4.6,4.6,"72PF0197",1178176,58.9088,144,"TIP",144
"62",1972,"P01",1,9,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P4352",150,208,7184,2,NA,6.5,6.5,"72PF0197",14368,2.98854,144,"TIP",144
"63",1972,"P01",1,10,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P4352",300,208,7184,59,NA,6.5,6.5,"72PF0197",423856,88.16205,144,"TIP",144
"64",1972,"P01",1,11,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P4364",1500,3372,7184,4,NA,29.1,14.7,"72PF0197",28736,96.89779,144,"TIP",144
"65",1972,"P01",1,12,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P4369",1500,1066,200,1,NA,18.2,10.4,"72PF0197",200,0.2132,144,"TIP",144
"66",1972,"P01",1,13,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P4388",700,211,7184,30,NA,11.6,5.9,"72PF0197",215520,45.47472,144,"TIP",144
"67",1972,"P01",1,14,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P4396",150,113,7184,29,NA,6,6,"72PF0197",208336,23.54197,144,"TIP",144
"68",1972,"P01",1,15,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P5514",1000,1206,200,7,NA,18,16,"72PF0197",1400,1.6884,144,"TIP",144
"69",1972,"P01",1,16,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P5518",650,80,7184,2,NA,76.7,2,"72PF0197",14368,1.14944,144,"TIP",144
"70",1972,"P01",1,17,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P5518",200,80,200,7,NA,76.7,2,"72PF0197",1400,0.112,144,"TIP",144
"71",1972,"P01",1,18,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P6554",150,56,7184,18,NA,10,4,"72PF0197",129312,7.24147,144,"TIP",144
"72",1972,"P01",1,19,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P6557",1000,268,7184,8,NA,12,8,"72PF0197",57472,15.4025,144,"TIP",144
"73",1972,"P01",1,20,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P6559",1500,2568,7184,27,NA,30.5,15.5,"72PF0197",193968,498.10982,144,"TIP",144
"74",1972,"P01",1,21,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P6559",1500,2568,200,58,NA,30.5,15.5,"72PF0197",11600,29.7888,144,"TIP",144
"75",1972,"P01",1,22,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P6565",8000,4109,200,66,NA,42,16.5,"72PF0197",13200,54.2388,144,"TIP",144
"76",1972,"P01",1,23,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P6568",150,51,7184,3,NA,8,4.6,"72PF0197",21552,1.09915,144,"TIP",144
"77",1972,"P01",1,24,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P7632",1000,4161,200,1,NA,19.3,18.7,"72PF0197",200,0.8322,144,"TIP",144
"78",1972,"P01",1,25,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P7632",5000,4161,200,1,NA,19.3,18.7,"72PF0197",200,0.8322,144,"TIP",144
"79",1972,"P01",1,26,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P7632",1000,4161,200,1,NA,19.3,18.7,"72PF0197",200,0.8322,144,"TIP",144
"80",1972,"P01",1,27,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P7635",30000,60458,200,1,NA,48.1,46.8,"72PF0197",200,12.0916,144,"TIP",144
"81",1972,"P01",1,28,227,"LA","CB","FBS",1972-05-08,NA,"EPI",165551,"IND",0,5,"P7638",1000,2649,200,10,NA,20,15.7,"72PF0197",2000,5.298,144,"TIP",144
"82",1972,"P01",10,1,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P1063",300,300,39683,15,NA,NA,NA,"72PF0215",595245,178.5735,144,"TIP",144
"83",1972,"P01",10,2,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P2133",150,21,39683,603,NA,6.6,3,"72PF0215",23928849,502.50583,144,"TIP",144
"84",1972,"P01",10,3,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P2159",1000,1000,39683,36,NA,NA,NA,"72PF0215",1428588,1428.588,144,"TIP",144
"85",1972,"P01",10,4,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P2201",100,8,39683,27,NA,4,2,"72PF0215",1071441,8.57153,144,"TIP",144
"86",1972,"P01",10,5,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P4351",100,48,39683,53,NA,4.5,4.5,"72PF0215",2103199,100.95355,144,"TIP",144
"87",1972,"P01",10,6,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P4352",300,319,39683,108,NA,8.3,8.3,"72PF0215",4285764,1367.15872,144,"TIP",144
"88",1972,"P01",10,7,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P4369",1500,1150,39683,14,NA,19.1,10.6,"72PF0215",555562,638.8963,144,"TIP",144
"89",1972,"P01",10,8,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P5518",650,77,39683,20,NA,73.4,2,"72PF0215",793660,61.11182,144,"TIP",144
"90",1972,"P01",10,9,227,"LA","CB","FBS",1972-06-12,NA,"MET",51776,"IND",3,5,"P6559",1500,4835,39683,5,NA,33.6,19.6,"72PF0215",198415,959.33653,144,"TIP",144
"91",1970,"P01",10,1,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P1014",100,45,39683,18,NA,4.1,4.1,"70PF0057",714294,32.14323,144,"TIP",144
"92",1970,"P01",10,2,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P1025",2000,2000,7184,1,NA,NA,NA,"70PF0057",7184,14.368,144,"TIP",144
"93",1970,"P01",10,3,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P1062",100,34,39683,34,NA,0.9,0.7,"70PF0057",1349222,45.87355,144,"TIP",144
"94",1970,"P01",10,4,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P1063",300,300,39683,1,NA,NA,NA,"70PF0057",39683,11.9049,144,"TIP",144
"95",1970,"P01",10,5,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2105",300,166,39683,1,NA,9.1,5.4,"70PF0057",39683,6.58738,144,"TIP",144
"96",1970,"P01",10,6,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2159",50,50,39683,73,NA,NA,NA,"70PF0057",2896859,144.84295,144,"TIP",144
"97",1970,"P01",10,7,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2164",10000,24,200,1,NA,13.5,2.1,"70PF0057",200,0.0048,144,"TIP",144
"98",1970,"P01",10,8,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2190",2000,2000,7184,4,NA,NA,NA,"70PF0057",28736,57.472,144,"TIP",144
"99",1970,"P01",10,9,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2191",2000,865,200,2,NA,19.3,13.3,"70PF0057",400,0.346,144,"TIP",144
"100",1970,"P01",10,10,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2193",2000,970,7184,23,NA,17,15,"70PF0057",165232,160.27504,144,"TIP",144
"101",1970,"P01",10,11,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2196",10000,10000,200,134,NA,NA,NA,"70PF0057",26800,268,144,"TIP",144
"102",1970,"P01",10,12,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2199",300,36,39683,86,NA,5.8,5.4,"70PF0057",3412738,122.85857,144,"TIP",144
"103",1970,"P01",10,13,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2201",100,8,7184,30,NA,4,2,"70PF0057",215520,1.72416,144,"TIP",144
"104",1970,"P01",10,14,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P2206",15000,21486,200,12,NA,34.3,34.3,"70PF0057",2400,51.5664,144,"TIP",144
"105",1970,"P01",10,15,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P3305",1000,2036,200,2,NA,18,18,"70PF0057",400,0.8144,144,"TIP",144
"106",1970,"P01",10,16,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P4351",100,48,7184,8,NA,4.5,4.5,"70PF0057",57472,2.75866,144,"TIP",144
"107",1970,"P01",10,17,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P4352",300,319,7184,2,NA,8.3,8.3,"70PF0057",14368,4.58339,144,"TIP",144
"108",1970,"P01",10,18,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P4352",5000,319,200,1,NA,8.3,8.3,"70PF0057",200,0.0638,144,"TIP",144
"109",1970,"P01",10,19,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P4362",200,48,7184,43,NA,4.5,4.5,"70PF0057",308912,14.82778,144,"TIP",144
"110",1970,"P01",10,20,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P4364",3000,3418,200,6,NA,28.7,15,"70PF0057",1200,4.1016,144,"TIP",144
"111",1970,"P01",10,21,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P4380",200,200,7184,14,NA,NA,NA,"70PF0057",100576,20.1152,144,"TIP",144
"112",1970,"P01",10,22,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P4387",750,377,7184,16,NA,17.3,6.3,"70PF0057",114944,43.33389,144,"TIP",144
"113",1970,"P01",10,23,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P5513",2000,848,200,7,NA,71.8,6.6,"70PF0057",1400,1.1872,144,"TIP",144
"114",1970,"P01",10,24,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P5518",650,77,7184,20,NA,73.4,2,"70PF0057",143680,11.06336,144,"TIP",144
"115",1970,"P01",10,25,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P5521",200,200,7184,27,NA,NA,NA,"70PF0057",193968,38.7936,144,"TIP",144
"116",1970,"P01",10,26,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P6568",100,55,7184,8,NA,8.4,4.5,"70PF0057",57472,3.16096,144,"TIP",144
"117",1970,"P01",10,27,227,"LA","CB","FBS",1970-06-16,NA,"MET",51776,"IND",3,5,"P7635",10000,52569,200,1,NA,46.1,44.9,"70PF0057",200,10.5138,144,"TIP",144
"118",1988,"P01",100,1,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P1030",1,1,39683,18900,NA,1.5,0.3,"88K4845",750008700,750.0087,144,"TIP",144
"119",1988,"P01",100,2,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P1052",300,300,39683,17,NA,NA,NA,"88K4845",674611,202.3833,144,"TIP",144
"120",1988,"P01",100,3,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P1059",300,300,39683,41,NA,NA,NA,"88K4845",1627003,488.1009,144,"TIP",144
"121",1988,"P01",100,4,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P1074",75,75,39683,85,NA,NA,NA,"88K4845",3373055,252.97913,144,"TIP",144
"122",1988,"P01",100,5,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2100",750,917,1000,1,NA,16.5,14.5,"88K4845",1000,0.917,144,"TIP",144
"123",1988,"P01",100,6,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2105",350,166,39683,11,NA,9.1,5.4,"88K4845",436513,72.46116,144,"TIP",144
"124",1988,"P01",100,7,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2115",100,11,39683,4,NA,4,4,"88K4845",158732,1.74605,144,"TIP",144
"125",1988,"P01",100,8,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2121",300,98,39683,2,NA,9.2,4.4,"88K4845",79366,7.77787,144,"TIP",144
"126",1988,"P01",100,9,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2126",150,78,39683,4,NA,6,4.8,"88K4845",158732,12.3811,144,"TIP",144
"127",1988,"P01",100,10,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2130",150,23,39683,12,NA,6.9,3.1,"88K4845",476196,10.95251,144,"TIP",144
"128",1988,"P01",100,11,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2133",150,21,39683,65,NA,6.6,3,"88K4845",2579395,54.1673,144,"TIP",144
"129",1988,"P01",100,12,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2137",50,14,39683,324,NA,3,3,"88K4845",12857292,180.00209,144,"TIP",144
"130",1988,"P01",100,13,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2141",100,30,39683,13,NA,25.4,1.7,"88K4845",515879,15.47637,144,"TIP",144
"131",1988,"P01",100,14,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2191",1500,865,1000,2,NA,19.3,13.3,"88K4845",2000,1.73,144,"TIP",144
"132",1988,"P01",100,15,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2193",750,970,1000,4,NA,17,15,"88K4845",4000,3.88,144,"TIP",144
"133",1988,"P01",100,16,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P2199",300,36,39683,1440,NA,5.8,5.4,"88K4845",57143520,2057.16672,144,"TIP",144
"134",1988,"P01",100,17,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P4351",100,48,39683,20,NA,4.5,4.5,"88K4845",793660,38.09568,144,"TIP",144
"135",1988,"P01",100,18,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P4367",2000,1258,1000,2,NA,20.1,10.7,"88K4845",2000,2.516,144,"TIP",144
"136",1988,"P01",100,19,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P4418",300,157,39683,4,NA,6.5,6.5,"88K4845",158732,24.92092,144,"TIP",144
"137",1988,"P01",100,20,227,"LA","CB","FBS",1988-07-18,NA,"MET",7045,"IND",3,3.25,"P5518",200,77,1000,3,NA,73.4,2,"88K4845",3000,0.231,144,"TIP",144
