"Location.ID","Sublocation.ID","Station.ID","Start.Date","Year","Start.Time","Start.Depth..m.","End.Depth..m.","Stratum","Stratum.Volume..m..","Sequence.Number","Taxon.Code","Old.Cell.Volume..µm..","Cell.Volume..µm..","Correction.Factor","Number.Cells.count.1","Number.Cells.count.2","Chloroplast.Length..µm.","Chloroplast.Width..µm.","Cell.L..","Biomass..µg.mL...","Sample.Type","Collection.Method","Collection.Authority","Field.Reference","Data.Set.ID","Update.date"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,27,"P7636",5000,5000,200,2,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,14,"P4352",300,208,7184,2,NA,6.5,6.5,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,1,"P1020",2000,2661,200,1,NA,0,0,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,2,"P1059",300,300,7184,1,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,4,"P2105",1000,171,7184,3,NA,9,5.3,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,5,"P2105",300,171,7184,4,NA,9,5.3,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,6,"P2159",50,50,7184,2,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,12,"P3301",9000,6949,7184,5,NA,76.4,12.4,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,8,"P2196",2000,1981,200,2,NA,23,18,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,9,"P2196",2000,1981,7184,1,NA,23,18,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,10,"P2201",100,36,7184,6,NA,4.3,3.7,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,11,"P2206",15000,29503,200,5,NA,38,38,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,7,"P2196",4000,1981,200,3,NA,23,18,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","4/9/1970",70,"",0,5,"EPI",165551,13,"P4351",100,50,7184,16,NA,4.6,4.6,NA,NA,"IND","TIP",144,"70PF0020","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,14,"P4387",750,358,7184,118,NA,19,6,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,15,"P4396",200,113,7184,1,NA,6,6,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,16,"P5518",200,80,200,6,NA,76.7,2,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,17,"P6554",150,56,7184,13,NA,10,4,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,18,"P6557",500,268,7184,2,NA,12,8,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,21,"P7632",5000,4161,200,2,NA,19.3,18.7,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,20,"P6568",100,51,7184,1,NA,8,4.6,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,13,"P4373",1000,394,7184,1,NA,12,8,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,2,"P1063",300,300,7184,2,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,22,"P7632",1000,4161,200,3,NA,19.3,18.7,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,19,"P6561",5000,5000,200,17,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,12,"P4369",1500,1066,200,1,NA,18.2,10.4,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,10,"P4351",50,50,7184,125,NA,4.6,4.6,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,8,"P3304",5000,5000,200,1,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,7,"P3303",5000,5000,200,3,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,6,"P3301",9000,6949,200,3,NA,76.4,12.4,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,5,"P2206",15000,29503,200,6,NA,38,38,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,3,"P2201",150,36,7184,28,NA,4.3,3.7,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,1,"P1062",100,32,7184,9,NA,1.8,1.3,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,23,"P7635",50000,60458,200,1,NA,48.1,46.8,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,11,"P4352",300,208,7184,34,NA,6.5,6.5,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,4,"P2203",50,50,7184,248,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/8/1970",70,"",0,5,"EPI",165551,9,"P3305",1000,2162,200,1,NA,18.3,18.3,NA,NA,"IND","TIP",144,"70PF0021","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,6,"P4351",100,48,7184,16,NA,4.5,4.5,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,14,"P7632",5000,4189,200,6,NA,20,20,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,13,"P6561",5000,5000,200,25,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,12,"P6557",500,159,7184,2,NA,12.7,6,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,11,"P6554",150,45,7184,1,NA,8,4,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,10,"P5518",200,77,200,171,NA,73.4,2,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,9,"P4387",750,377,7184,74,NA,17.3,6.3,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,7,"P4352",300,319,7184,69,NA,8.3,8.3,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,5,"P2206",15000,21486,200,2,NA,34.3,34.3,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,4,"P2201",150,8,7184,38,NA,4,2,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,3,"P2196",10000,10000,200,2,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,2,"P2193",2000,970,7184,1,NA,17,15,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,1,"P1062",100,34,7184,28,NA,0.9,0.7,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,15,"P7632",1000,4189,200,7,NA,20,20,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",3,5,"MET",51776,8,"P4364",3000,3418,200,1,NA,28.7,15,NA,NA,"IND","TIP",144,"70PF0055","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,3,"P2105",300,166,7184,5,NA,9.1,5.4,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,1,"P1062",100,34,7184,34,NA,0.9,0.7,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,2,"P1063",300,300,7184,16,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,14,"P4396",200,71,7184,4,NA,6,4.5,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,4,"P2201",150,8,7184,36,NA,4,2,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,5,"P2206",15000,21486,200,3,NA,34.3,34.3,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,6,"P3301",9000,3278,200,4,NA,75.3,9.3,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,7,"P3304",5000,4007,200,1,NA,38.3,14,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,8,"P3305",1000,2036,200,1,NA,18,18,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,9,"P4351",100,48,7184,31,NA,4.5,4.5,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,18,"P6557",500,159,7184,13,NA,12.7,6,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,10,"P4352",300,319,7184,16,NA,8.3,8.3,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,17,"P6554",150,45,7184,1,NA,8,4,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,15,"P5518",200,77,200,133,NA,73.4,2,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,19,"P6561",5000,5000,200,25,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,20,"P6565",8000,4109,200,4,NA,42.4,16.4,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,21,"P7635",50000,52569,200,1,NA,46.1,44.9,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,13,"P4387",750,377,7184,52,NA,17.3,6.3,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,12,"P4373",750,4189,7184,13,NA,20,20,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,11,"P4364",3000,3418,200,2,NA,28.7,15,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","5/25/1970",70,"",5,6,"HYP",20549,16,"P6551",50000,33529,200,1,NA,68.8,36.6,NA,NA,"IND","TIP",144,"70PF0040","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,20,"P5518",200,80,39683,11,NA,76.7,2,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,21,"P5518",200,80,7184,63,NA,76.7,2,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,12,"P3305",1000,2162,200,1,NA,18.3,18.3,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,19,"P5514",2000,1206,200,17,NA,18,16,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,18,"P5511",200,50,7184,7,NA,5.8,3.4,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,17,"P4383",750,194,7184,50,NA,11.5,5.6,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,16,"P4380",200,200,7184,2,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,15,"P4362",200,31,39683,13,NA,3.8,3.8,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,14,"P4352",300,208,39683,7,NA,6.5,6.5,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,13,"P4351",100,50,39683,9,NA,4.6,4.6,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,11,"P2201",100,36,39683,36,NA,4.3,3.7,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,10,"P2199",300,39,39683,32,NA,5.9,5.8,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,9,"P2196",10000,1981,200,16,NA,23,18,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,1,"P1062",300,32,7184,2,NA,1.8,1.3,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,6,"P2196",2000,1981,200,4,NA,23,18,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,4,"P2193",4000,447,200,5,NA,16,10,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,3,"P2187",50,645,39683,78,NA,16.2,13.7,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,2,"P1063",100,100,39683,40,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,22,"P6558",1500,919,200,7,NA,21.5,11,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,7,"P2196",2000,1981,7184,1,NA,23,18,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,8,"P2196",10000,1981,200,1,NA,23,18,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,23,"P7632",5000,4161,200,3,NA,19.3,18.7,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",0,3,"EPI",113775,5,"P2193",4000,447,7184,12,NA,16,10,NA,NA,"IND","TIP",144,"70PF0022","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,20,"P4390",750,202,39683,13,NA,12,5.5,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,21,"P5507",2000,2052,200,2,NA,10.8,21.6,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,2,"P1062",100,34,39683,83,NA,0.9,0.7,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,19,"P4387",750,377,7184,45,NA,17.3,6.3,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,18,"P4380",200,200,7184,19,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,29,"P6558",1500,907,200,68,NA,21.3,11,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,6,"P2193",4000,970,7184,6,NA,17,15,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,5,"P2187",50,720,39683,90,NA,16.8,14.4,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,4,"P2105",750,166,7184,3,NA,9.1,5.4,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,3,"P1063",300,300,7184,1,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,17,"P4369",1000,1150,7184,11,NA,19.1,10.6,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,7,"P2193",4000,970,200,34,NA,17,15,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,22,"P5511",200,61,39683,12,NA,5.9,3.5,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,31,"P7632",5000,4189,200,5,NA,20,20,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,28,"P6557",500,159,7184,3,NA,12.7,6,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,27,"P5720",100,2714,7184,2,NA,12,24,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,26,"P5518",200,77,39683,14,NA,73.4,2,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,25,"P5518",200,77,7184,32,NA,73.4,2,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,24,"P5514",2000,1329,200,12,NA,18.5,16.5,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,1,"P1058",50,50,39683,10,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,30,"P6568",100,55,7184,1,NA,8.4,4.5,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,16,"P4362",200,48,39683,7,NA,4.5,4.5,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,8,"P2196",2000,2000,200,3,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,9,"P2199",300,36,7184,53,NA,5.8,5.4,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,23,"P5513",3000,848,200,4,NA,71.8,6.6,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,10,"P2201",100,8,7184,75,NA,4,2,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,11,"P2206",15000,21486,200,7,NA,34.3,34.3,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,12,"P3301",5000,3278,200,4,NA,75.3,9.3,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,13,"P3304",1000,4007,200,1,NA,38.3,14,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,14,"P4351",100,48,7184,37,NA,4.5,4.5,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",3,5,"MET",51776,15,"P4352",300,319,7184,29,NA,8.3,8.3,NA,NA,"IND","TIP",144,"70PF0056","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",5,6,"HYP",20549,3,"P1063",300,300,7184,160,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0041","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",5,6,"HYP",20549,4,"P2105",750,166,7184,3,NA,9.1,5.4,NA,NA,"IND","TIP",144,"70PF0041","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",5,6,"HYP",20549,5,"P2187",50,720,7184,23,NA,16.8,14.4,NA,NA,"IND","TIP",144,"70PF0041","P01","10/11/1994"
"227","LA","CB","6/9/1970",70,"",5,6,"HYP",20549,6,"P2196",10000,10000,200,3,NA,NA,NA,NA,NA,"IND","TIP",144,"70PF0041","P01","10/11/1994"
