"Year","Month","Day","CloudI","AirTempI","HumidityI","AirPressureI","WindSpeedI","InflowTempI","TPI","DOCI","NO3I","NH4I","SO4I","Fe2I","Ca2I","pHI","Fe3I","SiO2I"
1969,7,13,0.338,23.05,93,972,0.9,23.08,18.8001758615738,28328.2648962242,37.609162594,30.2311179097049,4060.72718284457,416.025732722957,2106.00958804262,4.79725919685702,92.3359353772373,4763.32214718649
1969,7,14,0.412,21.1,90,972,1.45954183653659,21.48,18.8268188516721,28296.7116259882,37.508438848,30.1628441453115,4057.46340689736,415.776378880642,2104.44900123279,4.79725919685702,92.2805840139397,4756.32783482315
1969,7,15,0.338,22.8,96,972,1.45954183653659,22.88,18.8534618417705,28265.1583557522,37.407715102,30.094570380918,4054.19963095015,415.527025038327,2102.88841442295,4.79725919685702,92.225232650642,4749.33352245981
1969,7,16,0.088,20,84,972,1.3,20.58,18.8801048318689,28233.6050855162,37.306991356,30.0262966165246,4050.93585500293,415.277671196012,2101.32782761312,4.79725919685702,92.1698812873444,4742.33921009646
1969,7,17,0.212,18.9,95,972,0.8,19.68,18.9067478219672,28202.0518152802,37.20626761,29.9580228521311,4047.67207905572,415.028317353696,2099.76724080328,4.79725919685702,92.1145299240467,4735.34489773312
1969,7,18,0.25,19.7,97,972,0.4,20.33,18.9333908120656,28170.4985450442,37.105543864,29.8897490877377,4044.4083031085,414.778963511381,2098.20665399344,4.79725919685702,92.059178560749,4728.35058536977
1969,7,19,0.662,19.4,97,972,0.9,20.09,18.9600338021639,28138.9452748083,37.004820118,29.8214753233443,4041.14452716129,414.529609669066,2096.64606718361,4.79725919685702,92.0038271974514,4721.35627300643
1969,7,20,1,19.45,97,972,1,20.13,18.9866767922623,28107.3920045723,36.904096372,29.7532015589508,4037.88075121408,414.280255826751,2095.08548037377,4.79725919685702,91.9484758341537,4714.36196064309
1969,7,21,0.912,18.3,95,972,1.2,19.19,19.0133197823607,28075.8387343363,36.803372626,29.6849277945574,4034.61697526686,414.030901984436,2093.52489356393,4.79725919685702,91.893124470856,4707.36764827974
1969,7,22,0.625,17.5,95,972,1.4,18.53,19.039962772459,28044.2854641003,36.70264888,29.6166540301639,4031.35319931965,413.781548142121,2091.9643067541,4.79725919685702,91.8377731075584,4700.3733359164
1969,7,23,0.962,18.6,98,972,1.1,19.43,19.0666057625574,28012.7321938643,36.601925134,29.5483802657705,4028.08942337243,413.532194299805,2090.40371994426,4.79725919685702,91.7824217442607,4693.37902355305
1969,7,24,0.962,19.15,92,972,0.7,19.88,19.0932487526557,27981.1789236283,36.501201388,29.4801065013771,4024.82564742522,413.28284045749,2088.84313313443,4.79725919685702,91.727070380963,4686.38471118971
1969,7,25,0.538,16.95,94,971,1,18.08,19.1198917427541,27949.6256533923,36.400477642,29.4118327369836,4021.56187147801,413.033486615175,2087.28254632459,4.79725919685702,91.6717190176654,4679.39039882637
1969,7,26,0.625,16.1,92,971,0.9,17.38,19.1465347328525,27918.0723831563,36.299753896,29.3435589725902,4018.29809553079,412.78413277286,2085.72195951475,4.79725919685702,91.6163676543677,4672.39608646302
1969,7,27,0.875,20.55,89,972,1.5,21.03,19.1731777229508,27886.5191129204,36.19903015,29.2752852081967,4015.03431958358,412.534778930545,2084.16137270492,4.79725919685702,91.56101629107,4665.40177409968
1969,7,28,0.462,20,92,972,1.2,20.58,19.1998207130492,27854.9658426844,36.098306404,29.2070114438033,4011.77054363636,412.28542508823,2082.60078589508,4.79725919685702,91.5056649277724,4658.40746173633
1969,7,29,1,20.55,95,972,0.6,21.03,19.2264637031475,27823.4125724484,35.997582658,29.1387376794098,4008.50676768915,412.036071245914,2081.04019908525,4.79725919685702,91.4503135644747,4651.41314937299
1969,7,30,0.838,19.45,97,972,1,20.13,19.2531066932459,27791.8593022124,35.896858912,29.0704639150164,4005.24299174194,411.786717403599,2079.47961227541,4.79725919685702,91.394962201177,4644.41883700965
1969,7,31,1,17.5,97,972,1.7,18.53,19.2797496833443,27760.3060319764,35.796135166,29.002190150623,4001.97921579472,411.537363561284,2077.91902546557,4.79725919685702,91.3396108378794,4637.4245246463
1969,8,1,1,18.9,93,972,1,19.68,19.3063926734426,27728.7527617404,35.69541142,28.9339163862295,3998.71543984751,411.288009718969,2076.35843865574,4.79725919685702,91.2842594745817,4630.43021228296
1969,8,2,0.962,21.1,93,972,1.1,21.48,19.333035663541,27697.1994915044,35.594687674,28.8656426218361,3995.45166390029,411.038655876654,2074.7978518459,4.79725919685702,91.228908111284,4623.43589991961
1969,8,3,0.538,19.7,94,972,1,20.33,19.3596786536393,27665.6462212684,35.493963928,28.7973688574426,3992.18788795308,410.789302034339,2073.23726503607,4.79725919685702,91.1735567479864,4616.44158755627
1969,8,4,0,19.7,85,972,0.9,20.33,19.3863216437377,27634.0929510324,35.393240182,28.7290950930492,3988.92411200587,410.539948192023,2071.67667822623,4.79725919685702,91.1182053846887,4609.44727519293
1969,8,5,0.962,20,83,972,0.9,20.58,19.4129646338361,27602.5396807965,35.292516436,28.6608213286557,3985.66033605865,410.290594349708,2070.11609141639,4.79725919685702,91.062854021391,4602.45296282958
1969,8,6,0.788,18.35,95,972,1.2,19.23,19.4396076239344,27570.9864105605,35.19179269,28.5925475642623,3982.39656011144,410.041240507393,2068.55550460656,4.79725919685702,91.0075026580934,4595.45865046624
1969,8,7,1,14.45,92,971,1.5,16.03,19.4662506140328,27539.4331403245,35.091068944,28.5242737998689,3979.13278416422,409.791886665078,2066.99491779672,4.79725919685702,90.9521512947957,4588.46433810289
1969,8,8,1,16.65,96,971,1.1,17.83,19.4928936041311,27507.8798700885,34.990345198,28.4560000354754,3975.86900821701,409.542532822763,2065.43433098689,4.79725919685702,90.8967999314981,4581.47002573955
1969,8,9,0.538,18.05,67,972,0.6,18.98,19.5195365942295,27476.3265998525,34.889621452,28.387726271082,3972.60523226979,409.293178980447,2063.87374417705,4.79725919685702,90.8414485682004,4574.47571337621
1969,8,10,1,22.25,84,972,0.8,22.43,19.5461795843279,27444.7733296165,34.788897706,28.3194525066885,3969.34145632258,409.043825138132,2062.31315736721,4.79725919685702,90.7860972049027,4567.48140101286
1969,8,11,1,23.9,94,972,1.6,23.78,19.5728225744262,27413.2200593805,34.68817396,28.2511787422951,3966.07768037537,408.794471295817,2060.75257055738,4.79725919685702,90.7307458416051,4560.48708864952
1969,8,12,1,21.1,92,972,1.3,21.48,19.5994655645246,27381.6667891445,34.587450214,28.1829049779016,3962.81390442815,408.545117453502,2059.19198374754,4.79725919685702,90.6753944783074,4553.49277628617
1969,8,13,0.962,21.1,96,972,1.9,21.48,19.6261085546229,27350.1135189086,34.486726468,28.1146312135082,3959.55012848094,408.295763611187,2057.63139693771,4.79725919685702,90.6200431150097,4546.49846392283
1969,8,14,0.588,16.4,94,971,2.1,17.63,19.6527515447213,27318.5602486726,34.386002722,28.0463574491148,3956.28635253372,408.046409768872,2056.07081012787,4.79725919685702,90.5646917517121,4539.50415155949
1969,8,15,0.538,19.45,91,972,1.5,20.13,19.6793945348197,27287.0069784366,34.285278976,27.9780836847213,3953.02257658651,407.797055926556,2054.51022331803,4.79725919685702,90.5093403884144,4532.50983919614
1969,8,16,0.625,18.9,83,972,0.6,19.68,19.706037524918,27255.4537082006,34.18455523,27.9098099203279,3949.7588006393,407.547702084241,2052.9496365082,4.79725919685702,90.4539890251167,4525.5155268328
1969,8,17,0.75,19.15,88,972,1.2,19.88,19.7326805150164,27223.9004379646,34.083831484,27.8415361559344,3946.49502469208,407.298348241926,2051.38904969836,4.79725919685702,90.3986376618191,4518.52121446945
1969,8,18,0.712,15.3,71,971,1.1,16.73,19.7593235051148,27192.3471677286,33.983107738,27.773262391541,3943.23124874487,407.048994399611,2049.82846288852,4.79725919685702,90.3432862985214,4511.52690210611
1969,8,19,0.088,16.4,69,971,0.9,17.63,19.7859664952131,27160.7938974926,33.882383992,27.7049886271475,3939.96747279765,406.799640557296,2048.26787607869,4.79725919685702,90.2879349352237,4504.53258974276
1969,8,20,0.75,16.95,85,971,1,18.08,19.8126094853115,27129.2406272566,33.781660246,27.6367148627541,3936.70369685044,406.550286714981,2046.70728926885,4.79725919685702,90.2325835719261,4497.53827737942
1969,8,21,0.338,19.45,90,972,1.4,20.13,19.8392524754098,27097.6873570206,33.6809365,27.5684410983607,3933.43992090323,406.300932872665,2045.14670245902,4.79725919685702,90.1772322086284,4490.54396501608
1969,8,22,0.125,23.35,91,972,1.7,23.33,19.8658954655082,27066.1340867847,33.580212754,27.5001673339672,3930.17614495601,406.05157903035,2043.58611564918,4.79725919685702,90.1218808453307,4483.54965265273
1969,8,23,0.038,25.25,91,973,1.3,24.89,19.8925384556066,27034.5808165487,33.479489008,27.4318935695738,3926.9123690088,405.802225188035,2042.02552883934,4.79725919685702,90.0665294820331,4476.55534028939
1969,8,24,0.538,23.05,83,972,1.1,23.08,19.9191814457049,27003.0275463127,33.378765262,27.3636198051803,3923.64859306158,405.55287134572,2040.46494202951,4.79725919685702,90.0111781187354,4469.56102792604
1969,8,25,0.962,22.5,82,972,1,22.63,19.9458244358033,26971.4742760767,33.278041516,27.2953460407869,3920.38481711437,405.303517503405,2038.90435521967,4.79725919685702,89.9558267554377,4462.5667155627
1969,8,26,1,23.05,92,972,1.6,23.08,19.9724674259016,26939.9210058407,33.17731777,27.2270722763934,3917.12104116715,405.054163661089,2037.34376840984,4.79725919685702,89.9004753921401,4455.57240319936
1969,8,27,0.962,21.35,98,972,1.4,21.69,19.999110416,26908.3677356047,33.076594024,27.158798512,3913.85726521994,404.804809818774,2035.7831816,4.79725919685702,89.8451240288424,4448.57809083601
1969,8,28,1,20.85,89,972,1.1,21.28,20.0257534060984,26876.8144653687,32.975870278,27.0905247476066,3910.59348927273,404.555455976459,2034.22259479016,4.79725919685702,89.7897726655447,4441.58377847267
1969,8,29,1,23.3,92,972,1.7,23.29,20.0523963961967,26845.2611951327,32.875146532,27.0222509832131,3907.32971332551,404.306102134144,2032.66200798033,4.79725919685702,89.7344213022471,4434.58946610932
1969,8,30,1,16.35,97,971,1.4,17.59,20.0790393862951,26813.7079248968,32.774422786,26.9539772188197,3904.0659373783,404.056748291829,2031.10142117049,4.79725919685702,89.6790699389494,4427.59515374598
1969,8,31,1,15.25,83,971,0.6,16.69,20.1056823763934,26782.1546546608,32.67369904,26.8857034544262,3900.80216143108,403.807394449514,2029.54083436066,4.79725919685702,89.6237185756518,4420.60084138264
1969,9,1,0.588,16.7,81,971,1.45954183653659,17.87,20.1323253664918,26750.6013844248,32.572975294,26.8174296900328,3897.53838548387,403.558040607198,2027.98024755082,4.79725919685702,89.5683672123541,4413.60652901929
1969,9,2,0.212,17.5,81,972,0.9,18.53,20.1589683565902,26719.0481141888,32.472251548,26.7491559256393,3894.27460953666,403.308686764883,2026.41966074098,4.79725919685702,89.5130158490564,4406.61221665595
1969,9,3,0,20.85,80,972,1.2,21.28,20.1856113466885,26687.4948439528,32.371527802,26.6808821612459,3891.01083358944,403.059332922568,2024.85907393115,4.79725919685702,89.4576644857588,4399.6179042926
1969,9,4,0.038,20,75,972,1.9,20.58,20.2122543367869,26655.9415737168,32.270804056,26.6126083968525,3887.74705764223,402.809979080253,2023.29848712131,4.79725919685702,89.4023131224611,4392.62359192926
1969,9,5,0.375,18.9,81,972,1,19.68,20.2388973268852,26624.3883034808,32.17008031,26.544334632459,3884.48328169501,402.560625237938,2021.73790031148,4.79725919685702,89.3469617591634,4385.62927956592
1969,9,6,0.625,17.2,79,971,1.1,18.28,20.2655403169836,26592.8350332448,32.069356564,26.4760608680656,3881.2195057478,402.311271395623,2020.17731350164,4.79725919685702,89.2916103958658,4378.63496720257
1969,9,7,0.375,13.05,79,971,1.2,14.88,20.292183307082,26561.2817630089,31.968632818,26.4077871036721,3877.95572980059,402.061917553307,2018.6167266918,4.79725919685702,89.2362590325681,4371.64065483923
1969,9,8,0.538,10.55,71,971,0.9,12.83,20.3188262971803,26529.7284927729,31.867909072,26.3395133392787,3874.69195385337,401.812563710992,2017.05613988197,4.79725919685702,89.1809076692704,4364.64634247588
1969,9,9,1,10,83,970,0.6,12.38,20.3454692872787,26498.1752225369,31.767185326,26.2712395748852,3871.42817790616,401.563209868677,2015.49555307213,4.79725919685702,89.1255563059728,4357.65203011254
1969,9,10,1,12.5,96,971,1,14.43,20.372112277377,26466.6219523009,31.66646158,26.2029658104918,3868.16440195894,401.313856026362,2013.9349662623,4.79725919685702,89.0702049426751,4350.6577177492
1969,9,11,1,11.1,97,971,1.5,13.28,20.3987552674754,26435.0686820649,31.565737834,26.1346920460984,3864.90062601173,401.064502184047,2012.37437945246,4.79725919685702,89.0148535793774,4343.66340538585
1969,9,12,0.662,15,89,971,0.9,16.48,20.4253982575738,26403.5154118289,31.465014088,26.0664182817049,3861.63685006452,400.815148341732,2010.81379264262,4.79725919685702,88.9595022160798,4336.66909302251
1969,9,13,1,17.5,94,972,1.1,18.53,20.4520412476721,26371.9621415929,31.364290342,25.9981445173115,3858.3730741173,400.565794499416,2009.25320583279,4.79725919685702,88.9041508527821,4329.67478065916
1969,9,14,0.912,19.75,93,972,1.45954183653659,20.38,20.4786842377705,26340.4088713569,31.263566596,25.929870752918,3855.10929817009,400.316440657101,2007.69261902295,4.79725919685702,88.8487994894844,4322.68046829582
1969,9,15,0.088,13.65,80,971,1.45954183653659,15.37,20.5053272278689,26308.8556011209,31.16284285,25.8615969885246,3851.84552222287,400.067086814786,2006.13203221311,4.79725919685702,88.7934481261868,4315.68615593248
1969,9,16,0.212,11.1,75,971,1.1,13.28,20.5319702179672,26277.302330885,31.062119104,25.7933232241312,3848.58174627566,399.817732972471,2004.57144540328,4.79725919685702,88.7380967628891,4308.69184356913
1969,9,17,0.212,7.2,74,970,0.7,10.08,20.5586132080656,26245.749060649,30.961395358,25.7250494597377,3845.31797032845,399.568379130156,2003.01085859344,4.79725919685702,88.6827453995914,4301.69753120579
1969,9,18,0.375,9.7,65,970,1.45954183653659,12.13,20.5852561981639,26214.195790413,30.860671612,25.6567756953443,3842.05419438123,399.31902528784,2001.45027178361,4.79725919685702,88.6273940362938,4294.70321884244
1969,9,19,0.338,14.15,67,971,2.7,15.78,20.6118991882623,26182.642520177,30.759947866,25.5885019309508,3838.79041843402,399.069671445525,1999.88968497377,4.79725919685702,88.5720426729961,4287.7089064791
1969,9,20,0.838,16.65,67,971,2.2,17.83,20.6385421783607,26151.089249941,30.65922412,25.5202281665574,3835.5266424868,398.82031760321,1998.32909816393,4.79725919685702,88.5166913096984,4280.71459411576
1969,9,21,0.25,18.6,72,972,2,19.43,20.665185168459,26119.535979705,30.558500374,25.4519544021639,3832.26286653959,398.570963760895,1996.7685113541,4.79725919685702,88.4613399464008,4273.72028175241
1969,9,22,0.25,12.5,70,971,1.4,14.43,20.6918281585574,26087.982709469,30.457776628,25.3836806377705,3828.99909059238,398.32160991858,1995.20792454426,4.79725919685702,88.4059885831031,4266.72596938907
1969,9,23,0.125,3.9,77,970,1.5,7.38,20.7184711486557,26056.429439233,30.357052882,25.3154068733771,3825.73531464516,398.072256076265,1993.64733773443,4.79725919685702,88.3506372198054,4259.73165702572
1969,9,24,0.5,6.1,76,970,1.2,9.18,20.7451141387541,26024.876168997,30.256329136,25.2471331089836,3822.47153869795,397.822902233949,1992.08675092459,4.79725919685702,88.2952858565078,4252.73734466238
1969,9,25,0.162,7.225,76,969.259809303669,1.1,10.105,20.7717571288525,25993.3228987611,30.15560539,25.1788593445902,3819.20776275073,397.573548391634,1990.52616411475,4.79725919685702,88.2399344932101,4245.74303229903
1969,9,26,0.912,8.35,85,970,0.5,11.03,20.7984001189508,25961.7696285251,30.054881644,25.1105855801967,3815.94398680352,397.324194549319,1988.96557730492,4.79725919685702,88.1845831299125,4238.74871993569
1969,9,27,0.625,7.8,75,970,0.9,10.58,20.8250431090492,25930.2163582891,29.954157898,25.0423118158033,3812.6802108563,397.074840707004,1987.40499049508,4.79725919685702,88.1292317666148,4231.75440757235
1969,9,28,0.662,6.1,79,970,1,9.18,20.8516860991475,25898.6630880531,29.853434152,24.9740380514098,3809.41643490909,396.825486864689,1985.84440368525,4.79725919685702,88.0738804033171,4224.760095209
1969,9,29,0.462,8.65,77,970,1.7,11.27,20.8783290892459,25867.1098178171,29.752710406,24.9057642870164,3806.15265896188,396.576133022374,1984.28381687541,4.79725919685702,88.0185290400195,4217.76578284566
1969,9,30,0.588,4.2,76,970,1.3,7.62,20.9049720793443,25835.5565475811,29.65198666,24.837490522623,3802.88888301466,396.326779180058,1982.72323006557,4.79725919685702,87.9631776767218,4210.77147048231
1969,10,1,0.038,6.35,66,970,1.1,9.39,20.9316150694426,25804.0032773451,29.551262914,24.7692167582295,3799.62510706745,396.077425337743,1981.16264325574,4.79725919685702,87.9078263134241,4203.77715811897
1969,10,2,0.125,6.65,67,970,0.5,9.63,20.958258059541,25772.4500071091,29.450539168,24.7009429938361,3796.36133112023,395.828071495428,1979.6020564459,4.79725919685702,87.8524749501265,4196.78284575563
1969,10,3,0.375,10.3,64,970,2.1,12.63,20.9849010496393,25740.8967368732,29.349815422,24.6326692294426,3793.09755517302,395.578717653113,1978.04146963607,4.79725919685702,87.7971235868288,4189.78853339228
1969,10,4,0.875,12.75,70,971,1.2,14.64,21.0115440397377,25709.3434666372,29.249091676,24.5643954650492,3789.83377922581,395.329363810798,1976.48088282623,4.79725919685702,87.7417722235311,4182.79422102894
1969,10,5,0.088,5.85,44,970,0.6,8.98,21.0381870298361,25677.7901964012,29.14836793,24.4961217006557,3786.57000327859,395.080009968482,1974.92029601639,4.79725919685702,87.6864208602335,4175.79990866559
1969,10,6,0.038,5.55,40,970,1.8,8.73,21.0648300199344,25646.2369261652,29.047644184,24.4278479362623,3783.30622733138,394.830656126167,1973.35970920656,4.79725919685702,87.6310694969358,4168.80559630225
1969,10,7,0.338,3.65,61,969,1.6,7.17,21.0914730100328,25614.6836559292,28.946920438,24.3595741718689,3780.04245138416,394.581302283852,1971.79912239672,4.79725919685702,87.5757181336381,4161.81128393891
1969,10,8,0.625,3.85,68,970,1.7,7.34,21.1181160001311,25583.1303856932,28.846196692,24.2913004074754,3776.77867543695,394.331948441537,1970.23853558689,4.79725919685702,87.5203667703405,4154.81697157556
1969,10,9,0.088,7.25,60,970,1.5,10.13,21.1447589902295,25551.5771154572,28.745472946,24.223026643082,3773.51489948974,394.082594599222,1968.67794877705,4.79725919685702,87.4650154070428,4147.82265921222
1969,10,10,0.375,1.95,65,969,2.7,5.78,21.1714019803279,25520.0238452212,28.6447492,24.1547528786885,3770.25112354252,393.833240756907,1967.11736196721,4.79725919685702,87.4096640437451,4140.82834684887
1969,10,11,0.5,0.25,64,969,1.3,4.39,21.1980449704262,25488.4705749853,28.544025454,24.0864791142951,3766.98734759531,393.583886914591,1965.55677515738,4.79725919685702,87.3543126804475,4133.83403448553
1969,10,12,0.162,2.5,63,969,0.8,6.23,21.2246879605246,25456.9173047493,28.443301708,24.0182053499016,3763.72357164809,393.334533072276,1963.99618834754,4.79725919685702,87.2989613171498,4126.83972212219
1969,10,13,0.912,0.55,64,969,1.3,4.63,21.251330950623,25425.3640345133,28.342577962,23.9499315855082,3760.45979570088,393.085179229961,1962.4356015377,4.79725919685702,87.2436099538521,4119.84540975884
1969,10,14,0.75,1.35,66,969,1.8,5.29,21.2779739407213,25393.8107642773,28.241854216,23.8816578211148,3757.19601975367,392.835825387646,1960.87501472787,4.79725919685702,87.1882585905545,4112.8510973955
1969,10,15,0.375,2.75,61,969,0.7,6.44,21.3046169308197,25362.2574940413,28.14113047,23.8133840567213,3753.93224380645,392.586471545331,1959.31442791803,4.79725919685702,87.1329072272568,4105.85678503215
1969,10,16,0.538,0.85,65,969,1.5,4.88,21.331259920918,25330.7042238053,28.040406724,23.7451102923279,3750.66846785924,392.337117703016,1957.7538411082,4.79725919685702,87.0775558639591,4098.86247266881
1969,10,17,0.212,1.1,59,969,1.5,5.08,21.3579029110164,25299.1509535693,27.939682978,23.6768365279344,3747.40469191202,392.0877638607,1956.19325429836,4.79725919685702,87.0222045006615,4091.86816030547
1969,10,18,0.462,2.8,61,969,1.4,6.48,21.3845459011148,25267.5976833333,27.838959232,23.608562763541,3744.14091596481,391.838410018385,1954.63266748852,4.79725919685702,86.9668531373638,4084.87384794212
1969,10,19,0.788,0.3,67,969,1.1,4.43,21.4111888912131,25236.0444130973,27.738235486,23.5402889991475,3740.8771400176,391.58905617607,1953.07208067869,4.79725919685702,86.9115017740662,4077.87953557878
1969,10,20,0.838,0.3,61,969,1.3,4.43,21.4378318813115,25204.4911428614,27.63751174,23.4720152347541,3737.61336407038,391.339702333755,1951.51149386885,4.79725919685702,86.8561504107685,4070.88522321543
1969,10,21,0.838,-3.35,66,968,1.3,0,21.4644748714098,25172.9378726254,27.536787994,23.4037414703607,3734.34958812317,391.09034849144,1949.95090705902,4.79725919685702,86.8007990474708,4063.89091085209
1969,10,22,0.125,-4.2,57,968,1.1,0,21.4911178615082,25141.3846023894,27.436064248,23.3354677059672,3731.08581217595,390.840994649125,1948.39032024918,4.79725919685702,86.7454476841731,4056.89659848875
1969,10,23,0,-4.15,55,968,1,0,21.5177608516066,25109.8313321534,27.335340502,23.2671939415738,3727.82203622874,390.591640806809,1946.82973343934,4.79725919685702,86.6900963208755,4049.9022861254
1969,10,24,0.5,-0.3,62,969,1.4,0,21.5444038417049,25078.2780619174,27.234616756,23.1989201771803,3724.55826028152,390.342286964494,1945.26914662951,4.79725919685702,86.6347449575778,4042.90797376206
1969,10,25,0.5,-1.7,67,969,1.3,0,21.5710468318033,25046.7247916814,27.13389301,23.1306464127869,3721.29448433431,390.092933122179,1943.70855981967,4.79725919685702,86.5793935942801,4035.91366139871
1969,10,26,0.162,-4.45,65,968,1.3,0,21.5976898219016,25015.1715214454,27.033169264,23.0623726483934,3718.0307083871,389.843579279864,1942.14797300984,4.79725919685702,86.5240422309825,4028.91934903537
1969,10,27,0.875,-2.5,68,968,0.9,0,21.624332812,24983.6182512094,26.932445518,22.994098884,3714.76693243988,389.594225437549,1940.5873862,4.79725919685702,86.4686908676848,4021.92503667203
1969,10,28,1,1.1,90,969,1.4,5.08,21.6509758020984,24952.0649809735,26.831721772,22.9258251196066,3711.50315649267,389.344871595233,1939.02679939016,4.79725919685702,86.4133395043872,4014.93072430868
1969,10,29,0.125,0.25,52,969,1.3,4.39,21.6776187921967,24920.5117107375,26.730998026,22.8575513552131,3708.23938054545,389.095517752918,1937.46621258033,4.79725919685702,86.3579881410895,4007.93641194534
1969,10,30,0,3.6,52,969,0.9,7.13,21.7042617822951,24888.9584405015,26.63027428,22.7892775908197,3704.97560459824,388.846163910603,1935.90562577049,4.79725919685702,86.3026367777918,4000.94209958199
1969,10,31,0.162,2.5,52,969,0.4,6.23,21.7309047723934,24857.4051702655,26.529550534,22.7210038264262,3701.71182865103,388.596810068288,1934.34503896066,4.79725919685702,86.2472854144942,3993.94778721865
1969,11,1,0.212,1.1,51,969,1.1,5.08,21.7575477624918,24825.8519000295,26.428826788,22.6527300620328,3698.44805270381,388.347456225973,1932.78445215082,4.79725919685702,86.1919340511965,3986.95347485531
1969,11,2,0.088,0.85,54,969,0.9,4.88,21.7841907525902,24794.2986297935,26.328103042,22.5844562976393,3695.1842767566,388.098102383658,1931.22386534098,4.79725919685702,86.1365826878988,3979.95916249196
1969,11,3,0.088,-1.1,58,969,0.9,0,21.8108337426885,24762.7453595575,26.227379296,22.5161825332459,3691.92050080938,387.848748541342,1929.66327853115,4.79725919685702,86.0812313246012,3972.96485012862
1969,11,4,0.212,3.3,55,969,1,6.89,21.8374767327869,24731.1920893215,26.12665555,22.4479087688525,3688.65672486217,387.599394699027,1928.10269172131,4.79725919685702,86.0258799613035,3965.97053776527
1969,11,5,0.338,4.15,61,970,1.6,7.58,21.8641197228852,24699.6388190855,26.025931804,22.379635004459,3685.39294891496,387.350040856712,1926.54210491148,4.79725919685702,85.9705285980058,3958.97622540193
1969,11,6,0.875,4.45,62,970,0.8,7.83,21.8907627129836,24668.0855488496,25.925208058,22.3113612400656,3682.12917296774,387.100687014397,1924.98151810164,4.79725919685702,85.9151772347082,3951.98191303858
