"JulianDay","Cloud","AirTemp","Humidity","AirPressure","WindSpeed","Precipitation","InflowTemp","TP","DOC","NO3","NH4","SO4","Fe2","Ca2","pH","Fe3","SiO2"
11,0.637657413502875,-15.9224755080938,75.0907396975517,966.770061818258,0.215611096816064,0,0,37.7725535254188,37428.741862653,48.278073576064,36.3811396964859,3879.30510333094,496.232910394811,1447.51126383807,4.797259197,60.4555742487693,5589.75645489943
12,0.818323831303747,-10.3451219694,95.1097055883336,966.931388460563,0.947517310305687,3.12256879293437,0,17.3401621854001,19482.8346089558,12.2288763532845,33.9343352988157,5193.65717331133,346.406081908901,636.140966123545,4.797259197,89.7465078780522,4315.74433107811
13,0.379609199235316,-20.9084780561913,77.4763662115018,966.496489073849,2.26196596638245,0.554940035875272,-0.57812495395381,16.821252951776,35633.7046138671,90.4815503955762,47.1464728164244,6534.18957097457,447.700328756338,1188.21899605383,4.797259197,105.69246076203,4347.8529538605
14,0.59394695585652,-25.5932863417447,72.795416246607,965.29274022581,2.44838944937507,0,0,16.192548909898,273.241555265686,138.520232223501,57.5567143625919,2516.57945506235,518.573763210153,514.560601216528,4.797259197,111.882886410484,6014.3296760694
15,0.828245464367913,-19.9479934740311,73.2094848004725,965.551173346801,1.55736033129388,6.4495568008449,0,33.4546543008916,25990.1420105186,58.0694103940475,37.3169968920139,8431.19393307003,132.666117412197,1123.81743312511,4.797259197,84.5410795980475,4581.32539254881
16,0.548568778464428,-16.89560512578,61.613960757605,966.280990915923,0.511919543614753,0.0622716547389006,0,38.7579848840591,14759.5686215024,204.102651569838,26.9315665557598,-2190.12720825814,316.365593232205,4224.24170602333,4.797259197,78.7272876173414,6060.1958834443
17,0.433551420974388,-23.3109720957251,71.6662519410655,964.604538892634,0.927844054362881,1.90029500639663,0,30.0951094567367,31802.6716133147,73.1798105313175,46.0674369847733,3025.48537425276,302.342558614108,2401.32235196566,4.797259197,104.657541822863,4160.64591144585
18,0.576423497230784,-23.2451941396505,66.5125297121064,965.98642184167,1.51656961547207,4.23932101586126,0,13.8115771766953,2140.4369366527,160.298818326365,68.6902595365893,1261.34265694509,476.380999401468,2033.77780558607,4.797259197,100.784819003295,4537.80724682392
19,0.319319149858568,-20.9818627487341,77.9295804946642,964.427859391607,1.21930286125595,0.640694335509789,0,27.8095341985397,24044.8277939924,152.676889306504,13.5928798461976,6269.52641962365,335.071719230784,3032.06623959289,4.797259197,50.760526752036,4866.99458875505
20,0.173084005558469,-7.71277620392138,84.5436001453117,966.696421955202,2.13278696625997,0,0,48.9063615369608,47199.2967639054,-51.4236421204004,32.6419441930918,5738.70664069211,477.130485053615,2458.09176397649,4.797259197,30.8780352108795,3013.86219114921
21,0.465026872804356,-10.4065174876983,56.9646446497229,968.450449642961,0.440632678207586,1.4712348796058,0,4.14813312940765,11008.6679559208,78.9530975477467,56.9573441407809,2767.69987704565,635.946443478866,1886.88859367502,4.797259197,121.546479791514,5512.4920228888
22,0.456776315932642,-6.32546026720822,46.3152001264161,963.51624069388,1.63241693210459,0,0,-16.1051343456283,25031.4800157915,44.1375578796175,51.4878204994193,2937.81555966119,460.284901298785,871.060268676087,4.797259197,129.598929735972,5405.09226108534
23,-0.0176632796934343,-21.8421099119426,81.1354184301584,965.866532798269,0.724619935043099,2.11466367852395,0.0517722106714985,32.1649520673583,23829.8928621496,174.705708675041,15.9473617670917,2391.03286407574,363.449726364302,2809.93633448226,4.797259197,123.883783340163,5502.70289628581
24,0.374966221342385,-25.6265004048643,65.2892904206379,964.07147031755,2.18859820248002,0,-0.311603244310688,9.90249794232253,4401.25179013949,96.7458091844219,67.3626899909702,6296.57722823913,563.984637485813,2728.75356534236,4.797259197,92.17012400396,3572.10688976878
25,0.624319336476971,-15.7155800990464,84.2221530707814,967.634706663566,0.818652825927847,2.8160462381337,0,26.1017053515218,20984.6418232411,-110.033762147852,54.9523440336133,3833.67692734187,186.137076402047,1030.49896909695,4.797259197,115.354384613667,6300.01522665017
26,0.938125034444871,-8.61495571956281,71.3157943409308,967.608682633715,1.67691292161108,0,0,25.7508444338275,39175.3942311682,113.250257431654,28.8809386351598,3918.47899642656,374.086480729706,1748.50153732983,4.797259197,92.3434522212603,3984.96377578721
27,0.652713592295086,-15.6990637008655,61.6798282598549,967.12938066404,2.27277336703492,0,0,40.1760662572838,22986.5760617054,131.407409946655,31.9249477066955,6993.95978263547,538.033850039825,2037.5646325023,4.797259197,23.5079503114679,5475.47057201319
28,0.0428295338673187,-16.5205692863037,69.546393508991,967.483393001547,1.4276652042264,0.615663678348619,0,-9.50630887899905,25181.3391290572,104.278484432981,66.9022111608973,3434.40405661615,468.659406831989,2777.37806754655,4.797259197,88.142830858715,5327.74584526122
29,0.327619728285756,-15.2672993302924,71.4343490459674,966.194150120393,1.24202462652049,2.68380906707467,0,-0.477643145757639,2220.35598726347,143.474464527377,31.418022131808,3194.89796592981,482.486554729328,2225.11091738878,4.797259197,78.8267056607811,4979.73903869381
30,0.784549866001103,-24.8283941586214,70.0695411391884,967.952538212281,2.14874268991523,4.39359269820234,0,24.2284075844964,26533.801141695,-108.546370657355,37.2142916115933,6010.93490883488,68.0509019020851,3371.63983636692,4.797259197,156.677929278075,3449.18136906296
31,0.679587700671192,-21.1602255603525,81.7206279041864,966.901520889886,1.64014291193655,2.3389663442476,0,-7.52727569833554,25678.4123287575,85.6515826711106,98.0801399077279,5781.74845768251,76.8376203715654,2054.11436907749,4.797259197,68.1434093773944,4720.19413924257
32,0.754438976758482,-14.5456781770457,71.1863763647405,966.699903745471,0.707507387630828,1.66899352879193,0,42.6926110518169,22552.3088311332,187.104924579098,58.0827580008644,1145.29794829024,241.956343699724,2585.04561614212,4.797259197,102.172764527381,3910.90856208665
33,1.39786455545083,-26.0197701074813,89.911332243314,966.237971625064,1.47699245202366,0.0295648468254171,2.38875872815504,21.2825921622444,31184.151371882,34.2961588763248,38.2399465598561,9056.1500161825,273.31762497163,1355.4804692362,4.797259197,54.0711762220644,4385.00526086826
34,1.01486918565736,-7.39576212376445,81.4811008618307,963.86809090887,1.97384482675891,0.00416255417228439,-2.60838633849578,15.2052071448447,37551.342037979,29.2000902884743,43.9846661776025,6605.92056736607,338.061266602758,1550.25043148479,4.797259197,92.0801485714966,5170.38725694626
35,0.591163101244019,-31.7648169479294,68.7804384243807,967.228506835538,0.694241804349488,0.763482169669287,1.01087191203451,32.3270602505254,29836.1852512477,113.021080961444,84.9215656746989,3964.79330329586,262.593919412942,2660.54526359605,4.797259197,83.8858828952784,5270.42241478353
36,0.629461694658481,-10.0041852833633,71.3107873524215,966.278053153489,1.03973225303771,0.125437270448799,0.0068274524397901,13.0093266399098,27662.5696080603,24.4457023545397,58.0130016840379,2406.83784065893,21.9057720035264,1325.03530457333,4.797259197,56.063344322276,4443.95887591886
37,0.596862175625814,-10.5472740669867,71.4987634842392,965.55063075408,2.10594696196913,0.335379118317768,-0.303705964715086,29.1575786283239,22004.8347480028,215.682018275414,39.954842920266,10006.3388847702,447.142851537082,3131.42322655159,4.797259197,57.6487715500374,4361.1197397292
38,0.764883402442557,-14.9690723918835,78.3826354711415,966.911707953838,1.80460860346887,0.540808353781073,-0.640852524301438,33.4021496230283,33352.4293805313,150.750321661378,50.7765697976273,9655.96187488828,502.934504337208,2668.62131792284,4.797259197,77.7098453606897,6506.08598849487
39,0.366015291407672,-19.9641555773658,84.2977092178791,966.003490587311,0.730877083774449,1.82866378360568,1.32629862415925,21.9898172699002,24888.0786820225,43.1046398915995,-12.9914376097219,2026.8570525723,146.144674043231,2503.82060914123,4.797259197,83.4363918157079,4621.23410151457
40,0.938504477261321,-20.1729850000668,90.3536232246492,964.496336867497,1.01527824484254,2.5796172616494,0.0999794362960159,13.6753391991407,20243.4002776204,75.7098429330411,44.5554468016921,3397.97007505964,133.374350783313,1013.12760722563,4.797259197,74.7975072661614,3414.68607739568
41,0.300207728102856,-4.93897840229569,86.2841076545599,968.412206241452,1.07189624684935,1.29743187178808,-1.15354564127596,21.8728221263817,27632.687949104,186.812270155327,-15.7162912683162,9486.33558444573,461.474262001499,2295.77251844943,4.797259197,67.2755514767106,3091.1738882068
42,0.486762572095944,-12.5339225611317,64.0667836671646,966.298301640346,1.01668293690791,1.71115519531557,-0.566409292805474,30.5033727382849,13646.62806441,105.237832057555,63.3242446965483,3017.33865299774,263.744530939223,2464.78719486315,4.797259197,56.5085082848473,3759.90862054557
43,0.688201386063956,-11.7172936813607,74.4822269224815,967.08604377668,1.42693501669956,0.161994904918109,0,21.2422540501385,38449.0919006991,112.353086564918,47.6297071569194,8310.6509467831,116.99133617058,3812.92689937296,4.797259197,71.6581545467142,5342.64300377064
44,1.04534184770661,-18.1399047923223,85.0889543146754,967.193940379501,0.722092245878811,0.738746189292211,-2.08009822106111,21.8274821105143,36992.5306838746,67.4870229888543,-26.065708405566,792.957477225,447.021359179595,3422.23455412506,4.797259197,85.1192559544858,3538.92008752382
45,0.459237778707995,-16.638017197195,73.3917064108135,965.993930376198,1.85726919570388,0,0,33.5148096721316,28066.4574621561,18.6782164144748,32.2304247505844,20.6744492988337,567.756791320649,2149.99649351938,4.797259197,99.2079090698308,4327.7728544258
46,0.691872488024666,-25.9864564936551,96.3298859684618,965.791694108471,1.34524383385724,1.57046122894289,-0.207426687779502,33.1789443412547,40162.1712347536,277.831055840183,38.0017279304479,4207.97736546491,490.495673987621,3614.97890362091,4.797259197,77.2319667093743,4842.88103063914
47,0.372892895357636,-15.2833568869436,68.1591948832015,966.508176549516,1.43884905412444,0.340040093869336,0.591169464044293,38.7793198145682,28374.3711284154,14.1488500335429,64.0524801265648,2792.6410651624,448.815252293193,1808.68615994514,4.797259197,55.8643657694339,7279.44787999942
48,0.839968228501109,-6.16395088856666,70.168743361305,964.642070919152,1.40125090360635,6.92994729280536,1.66689243977174,33.9662246845317,18459.1713913959,-97.7290360119029,46.1178171425374,6997.93129669573,308.544201521321,2909.16796787694,4.797259197,109.04734196224,5829.452450701
49,0.765596250835054,-15.3946044504669,98.0636773026427,968.207521995414,0.821072192585992,0,1.32429615470355,29.1162830784936,39391.030267575,-64.6905417370623,17.679265310986,5313.30522008415,258.39897474959,2569.09054658986,4.797259197,112.332948405894,4792.23680360733
50,0.588950594417469,-4.56274712755999,86.9418854024331,966.383238469783,1.37108208703464,1.56173705308125,2.80368190428542,31.307588582391,37519.8869588521,230.83178124698,30.4494648881682,56.5979323192169,216.531097732208,1513.04789535982,4.797259197,140.184826583729,5474.54159581821
51,0.510848460891058,-10.0785652856383,77.3142016788516,966.512154070722,1.77758477599006,4.19693677205384,0.179579086525186,-0.0772458084140482,20159.5878364604,20.4539647533497,-23.8201510501745,3095.7630701385,510.810958339827,2903.36762885084,4.797259197,84.7343771730454,5875.59382804005
52,0.562589811752672,-17.9521608022513,76.8964783030427,968.371136291543,1.32100355806471,0,0.530236442870808,3.66335332297103,23848.6344841765,16.5831116199088,15.7338235254269,4868.41799066013,-0.0512978783889935,2595.93660884894,4.797259197,66.0709422602083,4572.34042099181
53,0.65009819690623,-7.92706685531936,63.0948182373128,967.778359122742,2.60789911252729,1.42317765872452,1.8490159636132,22.0246210726787,14597.3821688021,-57.9320808083413,34.0534741220261,5341.60791890006,310.98962554203,2325.42872700459,4.797259197,84.3701012822855,4314.87415179319
54,0.506611231615581,-16.2553594398367,78.4218277723717,967.38643706565,1.83715531470982,0,1.51602799662885,35.1737143330364,31762.2147283908,88.9050365284079,20.4536307866342,10796.0860178049,153.791215217299,1963.21722477132,4.797259197,42.307150352707,5469.63292331782
55,1.11454555770408,-11.3657102087296,74.3107936580454,969.377447783329,1.21522977181328,4.24372962960925,-1.23448390680804,20.5873813617719,31661.276667946,256.937558532622,-23.5411346820892,4393.20909724544,335.334749143641,1309.04066942064,4.797259197,80.8991934147393,2992.44880684873
56,1.00207762093617,-7.23402955342183,89.1485631865441,968.064843114309,2.81430263201537,0,0.0323147948742014,34.6651605326081,13879.8748228013,127.423434830822,65.1510435147048,3501.89434823508,388.024026494683,2157.17734390525,4.797259197,67.1556389748283,6909.24955430551
57,1.2003683727496,-13.799560038541,93.6141821129347,968.263867974115,0.936668008750823,3.08109277333159,-0.575617349818482,8.22314740562011,29750.4840072966,35.6870141296494,74.1610663643493,6329.70691762146,500.312492388035,1450.39099506359,4.797259197,75.6507649357067,4157.94726593264
58,1.0262737683646,-17.6032170633779,78.5302061011284,967.555676301494,1.59087275148061,0,0,31.7064002612601,23337.0335934334,108.666897761101,-5.57956675652341,3876.01168312301,414.833680299333,2670.34464525951,4.797259197,5.9145329156113,5619.64716332036
59,0.11540001689099,-10.2018462193942,87.7973197084658,967.891916627878,1.37868916091841,4.30477058259327,0.505774573844032,6.32046831291482,38506.1190941959,163.269320396311,42.1327683561407,4443.78168363917,429.137911511775,1918.50978893818,4.797259197,6.91016427204561,6586.08333997915
60,0.613949472813506,-10.6554271383928,60.8963835577088,967.436153565077,1.73450847638564,0.293886346245829,-0.0596895737839957,18.9050436317223,13247.9523409463,-30.3972873153728,41.8568821854569,991.701980808774,2.35653675674291,1920.66493910371,4.797259197,77.3946668145794,4196.59734569927
61,0.0870874239914849,1.8666785551799,46.1266303987169,969.429952723898,2.77582106807917,0,0.756271488020148,14.0549217074992,14714.4751396108,99.6526126966893,22.6693698581749,2594.69648420033,127.685197083526,2039.45562160536,4.797259197,10.7421808198188,5264.0868903657
62,0.518739741240621,-7.33990633032309,78.4945768783421,967.334731395198,0.352788707236297,2.62232756535985,2.38082990507862,17.1219276974936,12940.2761579187,179.424503564492,39.4397689221055,8322.82426588856,545.123560391129,842.974658548062,4.797259197,28.0200467735686,5480.24043334939
63,1.00579441643738,-10.4710913434933,90.8161918387206,964.895735176137,1.24364795738637,0,0.77701967025763,-4.05119249113089,33367.0994699682,-48.6989511057036,56.5515855371949,4425.28644954779,467.430645567855,1778.76650939176,4.797259197,104.959015234475,6168.45207631483
64,0.424812962820868,-2.63019824716719,78.1047047308938,968.401745344451,0.81313932561035,10.4914652751917,2.73552207983559,60.2547334986935,17751.9811260198,102.510424423758,-42.6546673806329,2238.55625646264,372.161218937624,1169.50111784781,4.797259197,128.109510870893,3806.85672133551
65,0.359915686374085,-9.02588259020408,97.4852006610379,966.779531811319,1.13268093424402,0,1.7757893818256,38.4845111310287,18299.5451376116,123.992484803031,69.5125381135463,5407.12586359251,304.380619780909,3294.41010232096,4.797259197,26.08831581917,5719.4809667352
66,0.569552339507988,3.22622735438047,77.3255789696456,967.461969490095,1.7098608446205,0,0.969496211564407,14.9363217621426,25250.0364643193,135.3650827201,-9.88810771303278,1299.58747434482,-71.3038953204788,1757.16037414559,4.797259197,143.153754188257,2466.53405639743
67,0.543742955346994,-16.7092826346962,65.3818853289402,969.527748687906,0.444120047950049,0,2.59758569855186,-4.1798653654803,19009.2070972381,11.7064462024375,76.8964794655321,1918.26011941598,394.908196947304,1731.53312579198,4.797259197,128.134108926181,4976.54618940757
68,0.606796649198581,0.30809199088584,65.5996109524512,967.376354234847,1.94188941749998,0,-1.03111055397161,35.8343004791152,25474.9389528889,59.3337628686687,14.3962678887254,3009.72940563216,536.610934017796,2236.21652977811,4.797259197,25.809516902917,3899.15651311581
69,0.959974397226953,-9.5147250126669,71.9820178593557,965.915483745194,1.136489095708,0.625316495694992,3.71918533747587,46.4665844644622,24369.9890862586,-81.9834873544307,28.1295803825485,2851.82847429878,310.964141990954,2760.70316439226,4.797259197,59.1971644325517,4787.90421285021
70,0.519441996880621,-2.67742905625337,45.4136523265492,966.680728562052,1.50998548039936,0.896520202162615,-1.74678184368952,40.4839572913847,24414.5303979238,19.8422948544457,22.9514592585202,2377.65586475145,348.425539175279,2008.07770102281,4.797259197,-19.5457358521941,6533.336186765
71,0.5142184540574,11.3644048680629,74.60496547015,968.718261043421,1.2725689661237,5.52802511582994,-0.645792595265693,9.35471106358099,11861.6414421822,114.025568638381,-7.95049896059743,7588.2923596463,313.062530963338,936.009120624886,4.797259197,22.4123609297865,3333.27561033477
72,0.656002702806313,-3.82174260625424,76.2078059114639,965.661233094325,1.99878238642063,0,2.76544478658153,17.6052980738077,23298.1648579835,-8.59023755447252,109.991903187947,-229.878281614599,75.6544000323503,2199.62340583026,4.797259197,134.04463550618,4320.27355109631
73,1.06485745843254,-7.84014886142957,72.4181939731314,969.326798343964,1.59057044056327,4.97327244151066,2.95958377583701,-3.69919338375529,22757.7012730269,49.0223092854329,13.503675440869,7102.28025575783,132.968052098011,2293.30839602844,4.797259197,68.6216461965977,4136.43180284397
74,0.874562738763091,-0.26326216919509,54.788634775343,967.221320265967,1.68617592260888,0,0.780934241678998,53.857426116237,27668.3812457928,-0.625207698581832,67.6467830456162,9295.51421511306,367.562951456642,4255.14277721514,4.797259197,20.3845105979878,5392.43570120733
75,1.02702600220095,-6.80391596888153,80.0771751024911,968.431278732311,1.35388699935163,0,-4.02772006502921,3.16164638260667,40836.6007628415,49.6674199102432,39.7012870597462,7397.74482402853,282.551946522354,2091.00573961653,4.69718688033894,35.9279254377411,5165.39836954729
76,0.817201979213048,-15.6004257681064,85.9449652393825,967.08530514062,1.38360122128492,3.44563194463177,5.80779274777427,-8.35979669701361,26739.6364568282,137.601117321989,76.7216992771256,8143.58592075792,424.37902203415,803.701006873569,4.797259197,58.5740240363421,5475.2651264678
77,0.273164398040009,-6.05285491909031,73.9168089763137,968.694321939814,1.53928572836019,0,-0.389470468124691,29.9485084197531,18690.7158528067,-26.4081326452916,68.0643454000464,8562.83972148035,526.082773385661,1171.54763330216,4.797259197,79.8800290526568,2929.25395070008
78,0.883461377483003,-1.76938404645271,73.3667994145689,966.553354630441,2.87754181846375,0,-1.693222526031,33.6053494663829,21405.673964118,-54.5563608031612,21.6431717760243,7905.40799049131,291.489664506069,1897.57262735806,4.79087236826278,71.3236428462476,4452.37390405496
79,0.318757695897973,3.44164484604417,89.9152990857428,969.149554246606,1.24841540160792,2.03591100112279,4.32357186314501,-10.9543228601451,13647.8278754151,132.987753129218,30.8742203362699,4456.33717900744,356.783171758504,2090.57054547884,4.797259197,81.5650589270826,2671.38656657575
80,0.499848127068816,-7.76540532161373,56.62290218546,967.626273369033,0.84142703486127,0.970799647725546,-2.30838966789321,39.2374593348065,21563.3143890092,254.315010555129,14.9838000671686,1894.30943697794,438.798603573828,3852.02963011324,4.77615689451799,83.9990444015072,3243.24861627809
81,0.35159627098038,-2.69280837434962,64.3337636502851,970.648667293539,2.60765392846675,4.40463169083734,2.13754773385081,14.3469493056025,35286.4645641442,235.997882673523,97.4364915045956,2444.27810851171,171.056025980107,2195.49724586741,4.7591133389715,58.1245423824005,5223.96605124638
82,0.15499511377533,-2.08400157364354,66.1045238902443,969.515459159183,1.67797956682824,5.20431739203911,4.87122736720667,11.1875139905406,22131.2247054821,-56.0727093707715,60.468616144881,-2660.45035677735,345.972347153172,1395.96308368681,4.797259197,96.2150661331064,3601.51867993929
83,0.987832204126982,-3.38103445430801,59.536185047181,967.587202122527,1.98300187049399,0,-0.444852075755622,18.4794583363661,22905.1061722912,215.972734017913,0.644140442858628,7571.03694120227,404.781386335359,2185.25122653164,4.72142797647637,73.9911707019202,4143.58278246887
84,0.494098023025747,-13.8885550605909,63.2010645590741,967.631437759344,1.69050817630719,0,9.08672681460273,12.3016647190795,19670.8297920116,130.369603469643,51.6967035363701,2589.50426988562,365.569106474749,361.710866061766,4.797259197,52.8067690927338,5097.70190166596
85,0.308168739911753,4.91459097547721,68.0015915532741,969.117666910372,2.08079801885067,0.786596504388041,6.53532448011231,-5.9107044621756,26204.876776252,17.3560891969423,33.0955023885691,4192.8202460866,235.898510131637,1490.01828210427,4.797259197,36.4862982412679,4565.12110197091
86,0.779570470847345,-2.06189833213222,99.5054545638491,968.712593245735,1.00510150139877,0,5.5043423105812,38.0068981725521,38120.8623480397,69.5246537568331,39.1249728551525,7236.98294032952,309.985473914417,3241.68916753662,4.797259197,93.8612478081283,2638.22914617647
87,0.118292378243925,-10.2779775271497,100.713669473933,967.55367978186,1.26085013911195,5.90260368071817,-4.68938610899419,40.4966941046268,26811.4024796607,-108.827037556363,59.2110438471792,4116.84760170044,591.281562775501,2944.48012435015,4.797259197,109.302928530059,3530.8869797281
88,0.664212150422727,-2.07254950744196,66.0174180053951,969.109866833952,0.516698388648684,0,4.75713288237052,-4.0079707068208,29036.6314692089,223.124607748479,30.7074546298206,381.586042225299,410.76493087067,1866.18234311089,4.797259197,68.7172809696368,3383.0020602055
89,0.379632797192185,0.702632051011191,80.5318828778791,968.259250034361,1.11196773833946,0,5.4459048734539,4.88809746152294,17250.0166424616,147.661959070103,36.4696766293935,4797.19816682556,563.434681535217,2363.40458441115,4.80020094363121,89.2391326600641,2783.95974285525
90,0.53588479534434,-1.45837180110246,86.2201715099251,970.378971309644,0.940475979004382,2.52357055719095,6.01971855129661,15.1812505350023,16749.647654603,193.263140534429,20.8787678144608,5751.9165994007,179.811434682582,2104.52912918084,4.75645962479337,103.603514388817,3343.83661725143
91,0.664022618659699,0.510510523295786,92.6369658897274,968.298200514307,1.24082801799461,3.21752239936394,-1.54995376054206,3.17975094369118,26744.7928804156,62.3987783182991,-23.3397568055894,3244.77885189829,278.106179256391,989.624373276191,4.64269238569244,48.2484082009717,3907.83622365609
92,0.850059500823557,-4.36070777280475,80.1317155177146,968.224731781185,2.61522062712802,2.79861997609269,9.44347709147525,46.2227237069865,18812.4617886713,157.513310390398,27.1136534834814,5449.79196969219,300.674439889845,1618.33486922603,4.71552708090786,52.5721178102823,3879.65272644267
93,0.680484297394689,4.06350182692896,72.3538600213156,969.603214338249,1.34337724307082,3.29505080534575,3.33189441534109,31.2133281714033,29036.3654604703,74.4604075063089,75.8784211313823,5860.96788337788,243.298105571621,2092.17499139054,4.43215936711919,78.3907628002862,4385.29264659888
94,0.197806435446221,-4.44870489968094,98.4052635896937,968.914677544442,1.36800904932264,0.606201387098318,0.552500910174159,10.8817639702357,19313.2193309172,199.687223044693,-2.86810641733669,5740.29582600188,235.8776359466,1261.5911501493,4.95270315591046,35.501860604213,5732.26221747459
95,-0.0123583857657866,4.59129305580325,89.2677594317169,967.707346375299,1.01361262470009,0,9.33866451012644,9.57984677284636,25143.3233985115,-173.297005649071,60.1748456428948,5554.68605335127,504.869089407292,3826.08014994018,4.87033788077687,106.94327807226,3466.38671218192
96,0.677548011997351,-4.83892287927948,66.1840890060885,968.88028974831,1.86849689538638,1.63277136658292,1.62323147172003,-7.51297308767736,6480.68381112881,9.18567321891973,-16.5244031484661,8045.72696271026,229.249486828947,2076.29175726852,4.77065746058378,70.5280202738319,3931.87956598261
97,0.630614684659003,9.74314469036158,110.642026943842,967.953391915011,0.508371156318173,0.613938535816101,7.32003703134074,21.0962225639011,20604.1557795957,229.285993093598,73.2998995787277,5465.97905571989,433.723504897242,1913.81446003206,4.70405169499833,127.938011866239,2995.89643838827
98,1.06376906397436,-6.34452914501158,66.2633054082474,969.364693829978,2.0354078146345,0,-0.791544550213371,23.1785760281706,24354.5889923908,169.419598921213,27.1652321418102,3711.17288474759,323.347480717527,2265.23739489858,4.79995177550355,34.0269273448956,4641.29955444383
99,0.824839369867936,2.42104089716704,83.6325321078671,968.255517130853,0.862243815966348,0,9.25278812368119,42.4545069721913,46596.5473022451,32.846570121456,49.6644790497706,2154.2237546568,135.384372836225,960.187043373019,4.84592489660694,38.5046279191256,4039.21998259984
100,0.971351176094538,6.43895167062765,97.4072843407592,969.094136787919,1.20239930110355,1.12250738736495,0.242911106486975,22.8715370011626,29632.9284665253,-264.064273617792,55.7866937816297,2679.11558484548,246.265798956215,1355.72656437441,4.85849062467217,45.2385128112316,3637.80931647037
101,0.593617752632302,8.5676606360912,85.8142655373219,968.744836327344,2.03258564678047,2.65147480722614,-1.01652812382131,18.4302583710613,39015.833994555,280.638661836116,21.2612873619565,7299.50173897327,135.235619262397,1089.70623002777,5.00585228741284,99.4317890931817,5380.59996545395
102,0.432761009175942,5.58983272998057,86.4566393773102,967.994872237442,2.54539890435304,0,-3.14188056675161,26.3765030878998,22142.3713863428,415.372676709073,-12.0343239213011,5567.61834628405,263.169210803259,2262.66135438949,4.84669306984906,47.4741507593368,6294.69566657244
103,0.768726859122196,2.58797140125325,88.798954872154,969.225036552576,1.32838119893141,1.70391061284355,8.30635824327984,36.6917380692986,18291.0778999717,-392.992735488891,15.6508605881192,-1129.21152651219,103.071308409892,3155.55938927872,4.89185578116229,36.0439781794868,3528.73748522415
104,1.00474612477348,-3.00182732473402,53.3712124280891,969.57111087898,1.60382254666754,8.66570714325378,8.49712251533155,-4.08925128803192,21914.2325722031,230.095133613865,26.2770607525702,6218.88207732863,162.828939733231,2706.44672094604,4.73705125086749,14.201747512605,5103.53457347198
105,0.618504621380247,2.35019456990541,76.3689258671565,969.572751924975,1.35736982553331,0,5.45357844751694,0.683949705918078,25292.2066835833,16.7825239506885,65.5079204269781,-45.5824820269572,277.009108052573,1445.96700102256,4.73888203574742,53.1257473967825,4241.82543518866
