location,sublocation,station,date,mean.daily.discharge,qualifier.code,data.set,alt.name
239,NET,HQNE,3/18/71,0,I,H04,NEIF
239,NET,HQNE,3/19/71,0,I,H04,NEIF
239,NET,HQNE,3/20/71,0,I,H04,NEIF
239,NET,HQNE,3/21/71,0,I,H04,NEIF
239,NET,HQNE,3/22/71,0,I,H04,NEIF
239,NET,HQNE,3/23/71,0,I,H04,NEIF
239,NET,HQNE,3/24/71,0,I,H04,NEIF
239,NET,HQNE,3/25/71,0,I,H04,NEIF
239,NET,HQNE,3/26/71,0,I,H04,NEIF
239,NET,HQNE,3/27/71,0,I,H04,NEIF
239,NET,HQNE,3/28/71,0,I,H04,NEIF
239,NET,HQNE,3/29/71,0,I,H04,NEIF
239,NET,HQNE,3/30/71,0,I,H04,NEIF
239,NET,HQNE,3/31/71,0,I,H04,NEIF
239,NET,HQNE,4/1/71,0,E,H04,NEIF
239,NET,HQNE,4/2/71,0,E,H04,NEIF
239,NET,HQNE,4/3/71,0,E,H04,NEIF
239,NET,HQNE,4/4/71,0,E,H04,NEIF
239,NET,HQNE,4/5/71,0,E,H04,NEIF
239,NET,HQNE,4/6/71,0,E,H04,NEIF
239,NET,HQNE,4/7/71,0.0016,,H04,NEIF
239,NET,HQNE,4/8/71,0.0035,,H04,NEIF
239,NET,HQNE,4/9/71,0.005,,H04,NEIF
239,NET,HQNE,4/10/71,0.0066,,H04,NEIF
239,NET,HQNE,4/11/71,0.0082,,H04,NEIF
239,NET,HQNE,4/12/71,0.01,,H04,NEIF
239,NET,HQNE,4/13/71,0.0112,,H04,NEIF
239,NET,HQNE,4/14/71,0.0119,,H04,NEIF
239,NET,HQNE,4/15/71,0.0112,,H04,NEIF
239,NET,HQNE,4/16/71,0.0137,,H04,NEIF
239,NET,HQNE,4/17/71,0.015,,H04,NEIF
239,NET,HQNE,4/18/71,0.0119,,H04,NEIF
239,NET,HQNE,4/19/71,0.01,,H04,NEIF
239,NET,HQNE,4/20/71,0.0062,,H04,NEIF
239,NET,HQNE,4/21/71,0.004,,H04,NEIF
239,NET,HQNE,4/22/71,0.0028,,H04,NEIF
239,NET,HQNE,4/23/71,0.0022,,H04,NEIF
239,NET,HQNE,4/24/71,0.0018,,H04,NEIF
239,NET,HQNE,4/25/71,0.0016,,H04,NEIF
239,NET,HQNE,4/26/71,0.0013,,H04,NEIF
239,NET,HQNE,4/27/71,0.0011,,H04,NEIF
239,NET,HQNE,4/28/71,0.001,,H04,NEIF
239,NET,HQNE,4/29/71,9.00E-04,,H04,NEIF
239,NET,HQNE,4/30/71,9.00E-04,,H04,NEIF
239,NET,HQNE,5/1/71,0.0022,,H04,NEIF
239,NET,HQNE,5/2/71,0.0032,,H04,NEIF
239,NET,HQNE,5/3/71,0.0024,,H04,NEIF
239,NET,HQNE,5/4/71,0.002,,H04,NEIF
239,NET,HQNE,5/5/71,0.0017,,H04,NEIF
239,NET,HQNE,5/6/71,0.0014,,H04,NEIF
239,NET,HQNE,5/7/71,0.0016,,H04,NEIF
239,NET,HQNE,5/8/71,0.0015,,H04,NEIF
239,NET,HQNE,5/9/71,0.0014,,H04,NEIF
239,NET,HQNE,5/10/71,0.0012,,H04,NEIF
239,NET,HQNE,5/11/71,0.0012,,H04,NEIF
239,NET,HQNE,5/12/71,0.0011,,H04,NEIF
239,NET,HQNE,5/13/71,9.00E-04,,H04,NEIF
239,NET,HQNE,5/14/71,8.00E-04,,H04,NEIF
239,NET,HQNE,5/15/71,8.00E-04,,H04,NEIF
239,NET,HQNE,5/16/71,8.00E-04,,H04,NEIF
239,NET,HQNE,5/17/71,0.0015,,H04,NEIF
239,NET,HQNE,5/18/71,0.0015,,H04,NEIF
239,NET,HQNE,5/19/71,0.0011,,H04,NEIF
239,NET,HQNE,5/20/71,0.0011,,H04,NEIF
239,NET,HQNE,5/21/71,9.00E-04,,H04,NEIF
239,NET,HQNE,5/22/71,0.0011,,H04,NEIF
239,NET,HQNE,5/23/71,0.003,,H04,NEIF
239,NET,HQNE,5/24/71,0.0056,,H04,NEIF
239,NET,HQNE,5/25/71,0.0112,,H04,NEIF
239,NET,HQNE,5/26/71,0.0045,,H04,NEIF
239,NET,HQNE,5/27/71,0.0029,,H04,NEIF
239,NET,HQNE,5/28/71,0.0022,,H04,NEIF
239,NET,HQNE,5/29/71,0.0019,,H04,NEIF
239,NET,HQNE,5/30/71,0.0016,,H04,NEIF
239,NET,HQNE,5/31/71,0.0013,,H04,NEIF
239,NET,HQNE,6/1/71,0.001,,H04,NEIF
239,NET,HQNE,6/2/71,9.00E-04,,H04,NEIF
239,NET,HQNE,6/3/71,7.00E-04,,H04,NEIF
239,NET,HQNE,6/4/71,7.00E-04,,H04,NEIF
239,NET,HQNE,6/5/71,0.0031,,H04,NEIF
239,NET,HQNE,6/6/71,0.0053,,H04,NEIF
239,NET,HQNE,6/7/71,0.003,,H04,NEIF
239,NET,HQNE,6/8/71,0.002,,H04,NEIF
239,NET,HQNE,6/9/71,0.0014,,H04,NEIF
239,NET,HQNE,6/10/71,0.0012,,H04,NEIF
239,NET,HQNE,6/11/71,0.001,,H04,NEIF
239,NET,HQNE,6/12/71,0.001,,H04,NEIF
239,NET,HQNE,6/13/71,8.00E-04,,H04,NEIF
239,NET,HQNE,6/14/71,7.00E-04,,H04,NEIF
239,NET,HQNE,6/15/71,6.00E-04,,H04,NEIF
239,NET,HQNE,6/16/71,0.0016,,H04,NEIF
239,NET,HQNE,6/17/71,0.0017,,H04,NEIF
239,NET,HQNE,6/18/71,0.0011,,H04,NEIF
239,NET,HQNE,6/19/71,0.001,,H04,NEIF
239,NET,HQNE,6/20/71,0.0011,,H04,NEIF
239,NET,HQNE,6/21/71,8.00E-04,,H04,NEIF
239,NET,HQNE,6/22/71,7.00E-04,,H04,NEIF
239,NET,HQNE,6/23/71,7.00E-04,,H04,NEIF
239,NET,HQNE,6/24/71,6.00E-04,,H04,NEIF
239,NET,HQNE,6/25/71,5.00E-04,,H04,NEIF
239,NET,HQNE,6/26/71,4.00E-04,,H04,NEIF
239,NET,HQNE,6/27/71,9.00E-04,,H04,NEIF
239,NET,HQNE,6/28/71,0.0011,,H04,NEIF
239,NET,HQNE,6/29/71,9.00E-04,,H04,NEIF
239,NET,HQNE,6/30/71,0.0033,,H04,NEIF
239,NET,HQNE,7/1/71,0.016,,H04,NEIF
239,NET,HQNE,7/2/71,0.0062,,H04,NEIF
239,NET,HQNE,7/3/71,0.0033,,H04,NEIF
239,NET,HQNE,7/4/71,0.0024,,H04,NEIF
239,NET,HQNE,7/5/71,0.0016,,H04,NEIF
239,NET,HQNE,7/6/71,0.0011,,H04,NEIF
239,NET,HQNE,7/7/71,0.001,,H04,NEIF
239,NET,HQNE,7/8/71,7.00E-04,,H04,NEIF
239,NET,HQNE,7/9/71,5.00E-04,,H04,NEIF
239,NET,HQNE,7/10/71,4.00E-04,,H04,NEIF
239,NET,HQNE,7/11/71,3.00E-04,,H04,NEIF
239,NET,HQNE,7/12/71,0.0055,,H04,NEIF
239,NET,HQNE,7/13/71,0.0019,,H04,NEIF
239,NET,HQNE,7/14/71,0.0011,,H04,NEIF
239,NET,HQNE,7/15/71,0.0011,,H04,NEIF
239,NET,HQNE,7/16/71,7.00E-04,,H04,NEIF
239,NET,HQNE,7/17/71,4.00E-04,,H04,NEIF
239,NET,HQNE,7/18/71,3.00E-04,,H04,NEIF
239,NET,HQNE,7/19/71,2.00E-04,,H04,NEIF
239,NET,HQNE,7/20/71,2.00E-04,,H04,NEIF
239,NET,HQNE,7/21/71,0,,H04,NEIF
239,NET,HQNE,7/22/71,1.00E-04,,H04,NEIF
239,NET,HQNE,7/23/71,1.00E-04,,H04,NEIF
239,NET,HQNE,7/24/71,1.00E-04,,H04,NEIF
239,NET,HQNE,7/25/71,0.0011,,H04,NEIF
239,NET,HQNE,7/26/71,9.00E-04,,H04,NEIF
239,NET,HQNE,7/27/71,0.0011,,H04,NEIF
239,NET,HQNE,7/28/71,0.0037,,H04,NEIF
239,NET,HQNE,7/29/71,0.0022,,H04,NEIF
239,NET,HQNE,7/30/71,0.0011,,H04,NEIF
239,NET,HQNE,7/31/71,7.00E-04,,H04,NEIF
239,NET,HQNE,8/1/71,7.00E-04,,H04,NEIF
239,NET,HQNE,8/2/71,5.00E-04,,H04,NEIF
239,NET,HQNE,8/3/71,4.00E-04,,H04,NEIF
239,NET,HQNE,8/4/71,3.00E-04,,H04,NEIF
239,NET,HQNE,8/5/71,1.00E-04,,H04,NEIF
239,NET,HQNE,8/6/71,1.00E-04,,H04,NEIF
239,NET,HQNE,8/7/71,1.00E-04,,H04,NEIF
239,NET,HQNE,8/8/71,1.00E-04,,H04,NEIF
239,NET,HQNE,8/9/71,0,,H04,NEIF
239,NET,HQNE,8/10/71,0,,H04,NEIF
239,NET,HQNE,8/11/71,0,,H04,NEIF
239,NET,HQNE,8/12/71,0,,H04,NEIF
239,NET,HQNE,8/13/71,0,,H04,NEIF
239,NET,HQNE,8/14/71,0,,H04,NEIF
239,NET,HQNE,8/15/71,0,,H04,NEIF
239,NET,HQNE,8/16/71,0,,H04,NEIF
239,NET,HQNE,8/17/71,0.0029,,H04,NEIF
239,NET,HQNE,8/18/71,9.00E-04,,H04,NEIF
239,NET,HQNE,8/19/71,0.0011,,H04,NEIF
239,NET,HQNE,8/20/71,8.00E-04,,H04,NEIF
239,NET,HQNE,8/21/71,4.00E-04,,H04,NEIF
239,NET,HQNE,8/22/71,3.00E-04,,H04,NEIF
239,NET,HQNE,8/23/71,1.00E-04,,H04,NEIF
239,NET,HQNE,8/24/71,9.00E-04,,H04,NEIF
239,NET,HQNE,8/25/71,8.00E-04,,H04,NEIF
239,NET,HQNE,8/26/71,4.00E-04,,H04,NEIF
239,NET,HQNE,8/27/71,3.00E-04,,H04,NEIF
239,NET,HQNE,8/28/71,2.00E-04,,H04,NEIF
239,NET,HQNE,8/29/71,2.00E-04,,H04,NEIF
239,NET,HQNE,8/30/71,1.00E-04,,H04,NEIF
239,NET,HQNE,8/31/71,0,,H04,NEIF
239,NET,HQNE,9/1/71,1.00E-04,,H04,NEIF
239,NET,HQNE,9/2/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/3/71,0.002,,H04,NEIF
239,NET,HQNE,9/4/71,0.0012,,H04,NEIF
239,NET,HQNE,9/5/71,0.0055,,H04,NEIF
239,NET,HQNE,9/6/71,0.0025,,H04,NEIF
239,NET,HQNE,9/7/71,0.0014,,H04,NEIF
239,NET,HQNE,9/8/71,8.00E-04,,H04,NEIF
239,NET,HQNE,9/9/71,7.00E-04,,H04,NEIF
239,NET,HQNE,9/10/71,5.00E-04,,H04,NEIF
239,NET,HQNE,9/11/71,4.00E-04,,H04,NEIF
239,NET,HQNE,9/12/71,4.00E-04,,H04,NEIF
239,NET,HQNE,9/13/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/14/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/15/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/16/71,4.00E-04,,H04,NEIF
239,NET,HQNE,9/17/71,4.00E-04,,H04,NEIF
239,NET,HQNE,9/18/71,4.00E-04,,H04,NEIF
239,NET,HQNE,9/19/71,4.00E-04,,H04,NEIF
239,NET,HQNE,9/20/71,4.00E-04,,H04,NEIF
239,NET,HQNE,9/21/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/22/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/23/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/24/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/25/71,2.00E-04,,H04,NEIF
239,NET,HQNE,9/26/71,2.00E-04,,H04,NEIF
239,NET,HQNE,9/27/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/28/71,3.00E-04,,H04,NEIF
239,NET,HQNE,9/29/71,5.00E-04,,H04,NEIF
239,NET,HQNE,9/30/71,5.00E-04,,H04,NEIF
239,NET,HQNE,10/1/71,0.011,,H04,NEIF
239,NET,HQNE,10/2/71,0.0055,,H04,NEIF
239,NET,HQNE,10/3/71,0.006,,H04,NEIF
239,NET,HQNE,10/4/71,0.0065,,H04,NEIF
239,NET,HQNE,10/5/71,0.0052,,H04,NEIF
239,NET,HQNE,10/6/71,0.0044,,H04,NEIF
239,NET,HQNE,10/7/71,0.0034,,H04,NEIF
239,NET,HQNE,10/8/71,0.0029,,H04,NEIF
239,NET,HQNE,10/9/71,0.0023,,H04,NEIF
239,NET,HQNE,10/10/71,0.0019,,H04,NEIF
239,NET,HQNE,10/11/71,0.0016,,H04,NEIF
239,NET,HQNE,10/12/71,0.0013,,H04,NEIF
239,NET,HQNE,10/13/71,9.00E-04,,H04,NEIF
239,NET,HQNE,10/14/71,9.00E-04,,H04,NEIF
239,NET,HQNE,10/15/71,9.00E-04,,H04,NEIF
239,NET,HQNE,10/16/71,0.0016,,H04,NEIF
239,NET,HQNE,10/17/71,0.0025,,H04,NEIF
239,NET,HQNE,10/18/71,0.0039,,H04,NEIF
239,NET,HQNE,10/19/71,0.0055,,H04,NEIF
239,NET,HQNE,10/20/71,0.0034,,H04,NEIF
239,NET,HQNE,10/21/71,0.0025,,H04,NEIF
239,NET,HQNE,10/22/71,0.0022,,H04,NEIF
239,NET,HQNE,10/23/71,0.0018,,H04,NEIF
239,NET,HQNE,10/24/71,0.0013,,H04,NEIF
239,NET,HQNE,10/25/71,0.0011,,H04,NEIF
239,NET,HQNE,10/26/71,0.0011,,H04,NEIF
239,NET,HQNE,10/27/71,0.0011,,H04,NEIF
239,NET,HQNE,10/28/71,0.0011,,H04,NEIF
239,NET,HQNE,10/29/71,0.0011,,H04,NEIF
239,NET,HQNE,10/30/71,0.0011,,H04,NEIF
239,NET,HQNE,10/31/71,0.0144,,H04,NEIF
239,NET,HQNE,11/1/71,0.0065,,H04,NEIF
239,NET,HQNE,11/2/71,0.0048,,H04,NEIF
239,NET,HQNE,11/3/71,0.0041,,H04,NEIF
239,NET,HQNE,11/4/71,0.0037,,H04,NEIF
239,NET,HQNE,11/5/71,0.0034,,H04,NEIF
239,NET,HQNE,11/6/71,0.0028,,H04,NEIF
239,NET,HQNE,11/7/71,0.0025,,H04,NEIF
239,NET,HQNE,11/8/71,0.0022,,H04,NEIF
239,NET,HQNE,11/9/71,0.0021,,H04,NEIF
239,NET,HQNE,11/10/71,0.0019,,H04,NEIF
239,NET,HQNE,11/11/71,0.0018,,H04,NEIF
239,NET,HQNE,11/12/71,0.0018,,H04,NEIF
239,NET,HQNE,11/13/71,0.0017,,H04,NEIF
239,NET,HQNE,11/14/71,0.0017,,H04,NEIF
239,NET,HQNE,11/15/71,0.0018,,H04,NEIF
239,NET,HQNE,11/16/71,NA,,H04,NEIF
239,NET,HQNE,11/17/71,NA,,H04,NEIF
239,NET,HQNE,11/18/71,NA,,H04,NEIF
239,NET,HQNE,11/19/71,NA,,H04,NEIF
239,NET,HQNE,11/20/71,NA,,H04,NEIF
239,NET,HQNE,11/21/71,NA,,H04,NEIF
239,NET,HQNE,11/22/71,NA,,H04,NEIF
239,NET,HQNE,11/23/71,NA,,H04,NEIF
239,NET,HQNE,11/24/71,NA,,H04,NEIF
239,NET,HQNE,11/25/71,NA,,H04,NEIF
239,NET,HQNE,11/26/71,NA,,H04,NEIF
239,NET,HQNE,11/27/71,NA,,H04,NEIF
239,NET,HQNE,11/28/71,NA,,H04,NEIF
239,NET,HQNE,11/29/71,NA,,H04,NEIF
239,NET,HQNE,11/30/71,NA,,H04,NEIF
239,NET,HQNE,12/1/71,NA,,H04,NEIF
239,NET,HQNE,12/2/71,NA,,H04,NEIF
239,NET,HQNE,12/3/71,NA,,H04,NEIF
239,NET,HQNE,12/4/71,NA,,H04,NEIF
239,NET,HQNE,12/5/71,NA,,H04,NEIF
239,NET,HQNE,12/6/71,NA,,H04,NEIF
239,NET,HQNE,12/7/71,NA,,H04,NEIF
239,NET,HQNE,12/8/71,NA,,H04,NEIF
239,NET,HQNE,12/9/71,NA,,H04,NEIF
239,NET,HQNE,12/10/71,NA,,H04,NEIF
239,NET,HQNE,12/11/71,NA,,H04,NEIF
239,NET,HQNE,12/12/71,NA,,H04,NEIF
239,NET,HQNE,12/13/71,NA,,H04,NEIF
239,NET,HQNE,12/14/71,NA,,H04,NEIF
239,NET,HQNE,12/15/71,NA,,H04,NEIF
239,NET,HQNE,12/16/71,NA,,H04,NEIF
239,NET,HQNE,12/17/71,NA,,H04,NEIF
239,NET,HQNE,12/18/71,NA,,H04,NEIF
239,NET,HQNE,12/19/71,NA,,H04,NEIF
239,NET,HQNE,12/20/71,NA,,H04,NEIF
239,NET,HQNE,12/21/71,NA,,H04,NEIF
239,NET,HQNE,12/22/71,NA,,H04,NEIF
239,NET,HQNE,12/23/71,NA,,H04,NEIF
239,NET,HQNE,12/24/71,NA,,H04,NEIF
239,NET,HQNE,12/25/71,NA,,H04,NEIF
239,NET,HQNE,12/26/71,NA,,H04,NEIF
239,NET,HQNE,12/27/71,NA,,H04,NEIF
239,NET,HQNE,12/28/71,NA,,H04,NEIF
239,NET,HQNE,12/29/71,NA,,H04,NEIF
239,NET,HQNE,12/30/71,NA,,H04,NEIF
239,NET,HQNE,12/31/71,NA,,H04,NEIF
239,NET,HQNE,1/1/72,0,E,H04,NEIF
239,NET,HQNE,1/2/72,0,I,H04,NEIF
239,NET,HQNE,1/3/72,0,I,H04,NEIF
239,NET,HQNE,1/4/72,0,I,H04,NEIF
239,NET,HQNE,1/5/72,0,I,H04,NEIF
239,NET,HQNE,1/6/72,0,I,H04,NEIF
239,NET,HQNE,1/7/72,0,I,H04,NEIF
239,NET,HQNE,1/8/72,0,I,H04,NEIF
239,NET,HQNE,1/9/72,0,I,H04,NEIF
239,NET,HQNE,1/10/72,0,I,H04,NEIF
239,NET,HQNE,1/11/72,0,I,H04,NEIF
239,NET,HQNE,1/12/72,0,I,H04,NEIF
239,NET,HQNE,1/13/72,0,I,H04,NEIF
239,NET,HQNE,1/14/72,0,I,H04,NEIF
239,NET,HQNE,1/15/72,0,I,H04,NEIF
239,NET,HQNE,1/16/72,0,I,H04,NEIF
239,NET,HQNE,1/17/72,0,I,H04,NEIF
239,NET,HQNE,1/18/72,0,I,H04,NEIF
239,NET,HQNE,1/19/72,0,I,H04,NEIF
239,NET,HQNE,1/20/72,0,I,H04,NEIF
239,NET,HQNE,1/21/72,0,I,H04,NEIF
239,NET,HQNE,1/22/72,0,I,H04,NEIF
239,NET,HQNE,1/23/72,0,I,H04,NEIF
239,NET,HQNE,1/24/72,0,I,H04,NEIF
239,NET,HQNE,1/25/72,0,I,H04,NEIF
239,NET,HQNE,1/26/72,0,I,H04,NEIF
239,NET,HQNE,1/27/72,0,I,H04,NEIF
239,NET,HQNE,1/28/72,0,I,H04,NEIF
239,NET,HQNE,1/29/72,0,I,H04,NEIF
239,NET,HQNE,1/30/72,0,I,H04,NEIF
239,NET,HQNE,1/31/72,0,E,H04,NEIF
239,NET,HQNE,2/1/72,0,E,H04,NEIF
239,NET,HQNE,2/2/72,0,I,H04,NEIF
239,NET,HQNE,2/3/72,0,I,H04,NEIF
239,NET,HQNE,2/4/72,0,I,H04,NEIF
239,NET,HQNE,2/5/72,0,I,H04,NEIF
239,NET,HQNE,2/6/72,0,I,H04,NEIF
239,NET,HQNE,2/7/72,0,I,H04,NEIF
239,NET,HQNE,2/8/72,0,I,H04,NEIF
239,NET,HQNE,2/9/72,0,I,H04,NEIF
239,NET,HQNE,2/10/72,0,I,H04,NEIF
239,NET,HQNE,2/11/72,0,I,H04,NEIF
239,NET,HQNE,2/12/72,0,I,H04,NEIF
239,NET,HQNE,2/13/72,0,I,H04,NEIF
239,NET,HQNE,2/14/72,0,I,H04,NEIF
239,NET,HQNE,2/15/72,0,I,H04,NEIF
239,NET,HQNE,2/16/72,0,I,H04,NEIF
239,NET,HQNE,2/17/72,0,I,H04,NEIF
239,NET,HQNE,2/18/72,0,I,H04,NEIF
239,NET,HQNE,2/19/72,0,I,H04,NEIF
239,NET,HQNE,2/20/72,0,I,H04,NEIF
239,NET,HQNE,2/21/72,0,I,H04,NEIF
239,NET,HQNE,2/22/72,0,I,H04,NEIF
239,NET,HQNE,2/23/72,0,I,H04,NEIF
239,NET,HQNE,2/24/72,0,I,H04,NEIF
239,NET,HQNE,2/25/72,0,I,H04,NEIF
239,NET,HQNE,2/26/72,0,I,H04,NEIF
239,NET,HQNE,2/27/72,0,I,H04,NEIF
239,NET,HQNE,2/28/72,0,I,H04,NEIF
239,NET,HQNE,2/29/72,0,E,H04,NEIF
239,NET,HQNE,3/1/72,0,E,H04,NEIF
239,NET,HQNE,3/2/72,0,I,H04,NEIF
239,NET,HQNE,3/3/72,0,I,H04,NEIF
239,NET,HQNE,3/4/72,0,I,H04,NEIF
239,NET,HQNE,3/5/72,0,I,H04,NEIF
239,NET,HQNE,3/6/72,0,I,H04,NEIF
239,NET,HQNE,3/7/72,0,I,H04,NEIF
239,NET,HQNE,3/8/72,0,I,H04,NEIF
239,NET,HQNE,3/9/72,0,I,H04,NEIF
239,NET,HQNE,3/10/72,0,I,H04,NEIF
239,NET,HQNE,3/11/72,0,I,H04,NEIF
239,NET,HQNE,3/12/72,0,I,H04,NEIF
239,NET,HQNE,3/13/72,0,I,H04,NEIF
239,NET,HQNE,3/14/72,0,I,H04,NEIF
239,NET,HQNE,3/15/72,0,I,H04,NEIF
239,NET,HQNE,3/16/72,0,I,H04,NEIF
239,NET,HQNE,3/17/72,0,I,H04,NEIF
239,NET,HQNE,3/18/72,0,I,H04,NEIF
239,NET,HQNE,3/19/72,0,I,H04,NEIF
239,NET,HQNE,3/20/72,0,I,H04,NEIF
239,NET,HQNE,3/21/72,0,I,H04,NEIF
239,NET,HQNE,3/22/72,0,I,H04,NEIF
239,NET,HQNE,3/23/72,0,I,H04,NEIF
239,NET,HQNE,3/24/72,0,I,H04,NEIF
239,NET,HQNE,3/25/72,0,I,H04,NEIF
239,NET,HQNE,3/26/72,0,I,H04,NEIF
239,NET,HQNE,3/27/72,0,I,H04,NEIF
239,NET,HQNE,3/28/72,0,I,H04,NEIF
239,NET,HQNE,3/29/72,0,I,H04,NEIF
239,NET,HQNE,3/30/72,0,I,H04,NEIF
239,NET,HQNE,3/31/72,0,E,H04,NEIF
239,NET,HQNE,4/1/72,1.00E-04,E,H04,NEIF
239,NET,HQNE,4/2/72,1.00E-04,E,H04,NEIF
239,NET,HQNE,4/3/72,1.00E-04,E,H04,NEIF
239,NET,HQNE,4/4/72,2.00E-04,E,H04,NEIF
239,NET,HQNE,4/5/72,2.00E-04,E,H04,NEIF
239,NET,HQNE,4/6/72,2.00E-04,E,H04,NEIF
239,NET,HQNE,4/7/72,3.00E-04,E,H04,NEIF
239,NET,HQNE,4/8/72,3.00E-04,E,H04,NEIF
239,NET,HQNE,4/9/72,3.00E-04,E,H04,NEIF
239,NET,HQNE,4/10/72,3.00E-04,E,H04,NEIF
239,NET,HQNE,4/11/72,3.00E-04,E,H04,NEIF
239,NET,HQNE,4/12/72,3.00E-04,E,H04,NEIF
239,NET,HQNE,4/13/72,4.00E-04,E,H04,NEIF
239,NET,HQNE,4/14/72,4.00E-04,E,H04,NEIF
239,NET,HQNE,4/15/72,4.00E-04,E,H04,NEIF
239,NET,HQNE,4/16/72,4.00E-04,E,H04,NEIF
239,NET,HQNE,4/17/72,4.00E-04,E,H04,NEIF
239,NET,HQNE,4/18/72,6.00E-04,E,H04,NEIF
