location,sublocation,station,measurement.date,rainfall,snow.water.equiv,trace,total.precip,data.set,update.date
239,AIR,MET,2/25/70,0,3.3,,3.3,M01,24/03/1994
239,AIR,MET,2/26/70,0,0,,0,M01,24/03/1994
239,AIR,MET,2/27/70,0,0,,0,M01,24/03/1994
239,AIR,MET,2/28/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/1/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/2/70,0,36.8,,36.8,M01,24/03/1994
239,AIR,MET,3/3/70,0,14,,14,M01,24/03/1994
239,AIR,MET,3/4/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/5/70,0,26.2,,26.2,M01,24/03/1994
239,AIR,MET,3/6/70,0,0,TS,0,M01,24/03/1994
239,AIR,MET,3/7/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/8/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/9/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/10/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/11/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/12/70,0,1.8,,1.8,M01,24/03/1994
239,AIR,MET,3/13/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/14/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/15/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/16/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/17/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/18/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/19/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/20/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/21/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/22/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/23/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/24/70,0,0,TS,0,M01,24/03/1994
239,AIR,MET,3/25/70,0,6.1,,6.1,M01,24/03/1994
239,AIR,MET,3/26/70,0,4.3,,4.3,M01,24/03/1994
239,AIR,MET,3/27/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/28/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/29/70,0,2,,2,M01,24/03/1994
239,AIR,MET,3/30/70,0,0,,0,M01,24/03/1994
239,AIR,MET,3/31/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/1/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/2/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/3/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/4/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/5/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/6/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/7/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/8/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/9/70,0,3,,3,M01,24/03/1994
239,AIR,MET,4/10/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/11/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/12/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/13/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/14/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/15/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/16/70,11.4,0,,11.4,M01,24/03/1994
239,AIR,MET,4/17/70,0,51.6,,51.6,M01,24/03/1994
239,AIR,MET,4/18/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/19/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/20/70,0,25.1,,25.1,M01,24/03/1994
239,AIR,MET,4/21/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/22/70,0,22.4,,22.4,M01,24/03/1994
239,AIR,MET,4/23/70,0,0.8,,0.8,M01,24/03/1994
239,AIR,MET,4/24/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/25/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/26/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/27/70,24.1,0,,24.1,M01,24/03/1994
239,AIR,MET,4/28/70,4.3,0,,4.3,M01,24/03/1994
239,AIR,MET,4/29/70,0,0,,0,M01,24/03/1994
239,AIR,MET,4/30/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/1/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/2/70,0,0,TR,0,M01,24/03/1994
239,AIR,MET,5/3/70,0.8,0,,0.8,M01,24/03/1994
239,AIR,MET,5/4/70,2.8,0,,2.8,M01,24/03/1994
239,AIR,MET,5/5/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/6/70,0.3,0,,0.3,M01,24/03/1994
239,AIR,MET,5/7/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/8/70,7.4,0,,7.4,M01,24/03/1994
239,AIR,MET,5/9/70,0,0,TR,0,M01,24/03/1994
239,AIR,MET,5/10/70,0,0.3,,0.3,M01,24/03/1994
239,AIR,MET,5/11/70,0.8,6.4,,7.1,M01,24/03/1994
239,AIR,MET,5/12/70,0,0,TR,0,M01,24/03/1994
239,AIR,MET,5/13/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/14/70,1,10.4,,11.4,M01,24/03/1994
239,AIR,MET,5/15/70,6.9,0.3,,7.1,M01,24/03/1994
239,AIR,MET,5/16/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/17/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/18/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/19/70,0.5,0,,0.5,M01,24/03/1994
239,AIR,MET,5/20/70,7.6,0,,7.6,M01,24/03/1994
239,AIR,MET,5/21/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/22/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/23/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/24/70,11.4,0,,11.4,M01,24/03/1994
239,AIR,MET,5/25/70,12.4,4.8,,17.3,M01,24/03/1994
239,AIR,MET,5/26/70,1.3,0,,1.3,M01,24/03/1994
239,AIR,MET,5/27/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/28/70,5.6,0,,5.6,M01,24/03/1994
239,AIR,MET,5/29/70,3.8,0,,3.8,M01,24/03/1994
239,AIR,MET,5/30/70,0,0,,0,M01,24/03/1994
239,AIR,MET,5/31/70,5.6,0,,5.6,M01,24/03/1994
239,AIR,MET,6/1/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/2/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/3/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/4/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/5/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/6/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/7/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/8/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/9/70,13,0,,13,M01,24/03/1994
239,AIR,MET,6/10/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/11/70,0.5,0,,0.5,M01,24/03/1994
239,AIR,MET,6/12/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/13/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/14/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/15/70,3.6,0,,3.6,M01,24/03/1994
239,AIR,MET,6/16/70,36.3,0,,36.3,M01,24/03/1994
239,AIR,MET,6/17/70,0.5,0,,0.5,M01,24/03/1994
239,AIR,MET,6/18/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/19/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/20/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/21/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/22/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/23/70,1,0,,1,M01,24/03/1994
239,AIR,MET,6/24/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/25/70,16.5,0,,16.5,M01,24/03/1994
239,AIR,MET,6/26/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/27/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/28/70,3.3,0,,3.3,M01,24/03/1994
239,AIR,MET,6/29/70,0,0,,0,M01,24/03/1994
239,AIR,MET,6/30/70,13.2,0,,13.2,M01,24/03/1994
239,AIR,MET,7/1/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/2/70,6.4,0,,6.4,M01,24/03/1994
239,AIR,MET,7/3/70,1.3,0,,1.3,M01,24/03/1994
239,AIR,MET,7/4/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/5/70,5.8,0,,5.8,M01,24/03/1994
239,AIR,MET,7/6/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/7/70,1.3,0,,1.3,M01,24/03/1994
239,AIR,MET,7/8/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/9/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/10/70,0,0,TR,0,M01,24/03/1994
239,AIR,MET,7/11/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/12/70,8.1,0,,8.1,M01,24/03/1994
239,AIR,MET,7/13/70,1.5,0,,1.5,M01,24/03/1994
239,AIR,MET,7/14/70,0,0,TR,0,M01,24/03/1994
239,AIR,MET,7/15/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/16/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/17/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/18/70,12.2,0,,12.2,M01,24/03/1994
239,AIR,MET,7/19/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/20/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/21/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/22/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/23/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/24/70,1.8,0,,1.8,M01,24/03/1994
239,AIR,MET,7/25/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/26/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/27/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/28/70,0,0,,0,M01,24/03/1994
239,AIR,MET,7/29/70,26.9,0,,26.9,M01,24/03/1994
239,AIR,MET,7/30/70,0.8,0,,0.8,M01,24/03/1994
239,AIR,MET,7/31/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/1/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/2/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/3/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/4/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/5/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/6/70,4.3,0,,4.3,M01,24/03/1994
239,AIR,MET,8/7/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/8/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/9/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/10/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/11/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/12/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/13/70,0,0,,0,M01,24/03/1994
239,AIR,MET,8/14/70,2.3,0,,2.3,M01,24/03/1994
239,AIR,MET,8/15/70,3.8,0,,3.8,M01,24/03/1994
